"Mineral Name","Mineral Name (plain)","Mineral Name (HTML)","RRUFF Chemistry (plain)","IMA Chemistry (plain)","RRUFF Chemistry (concise)","IMA Chemistry (concise)","RRUFF Chemistry (HTML)","IMA Chemistry (HTML)","Chemistry Elements","IMA Number","RRUFF IDs","Database ID","Country of Type Locality","Year First Published","IMA Status","Structural Groupname","Fleischers Groupname","Status Notes","Crystal Systems","Oldest Known Age (Ma)","Valence Elements"
"Manganhumite","Manganhumite","Manganhumite","Mn2+7(SiO4)3(OH)2","Mn2+7(SiO4)3(OH)2","Mn^2+^_7_(SiO_4_)_3_(OH)_2_","Mn^2+^_7_(SiO_4_)_3_(OH)_2_","Mn<sup>2+</sup><sub>7</sub>(SiO<sub>4</sub>)<sub>3</sub>(OH)<sub>2</sub>","Mn<sup>2+</sup><sub>7</sub>(SiO<sub>4</sub>)<sub>3</sub>(OH)<sub>2</sub>","Mn Si O H","IMA1969-021","","2999","Sweden","1969","Approved","Humite","humite-reinhardbraunsite subgroup","Moore P B (1978) Manganhumite, a new species, Mineralogical Magazine 42, 133-136","orthorhombic","1898","Mn^2+ Si O H"
"Manganohörnesite","Manganohornesite","Manganoh&#246;rnesite","Mn2+3(As5+O4)2·8H2O","Mn2+3(AsO4)2·8H2O","Mn^2+^_3_(As^5+^O_4_)_2_·8H_2_O","Mn^2+^_3_(AsO_4_)_2_·8H_2_O","Mn<sup>2+</sup><sub>3</sub>(As<sup>5+</sup>O<sub>4</sub>)<sub>2</sub>·8H<sub>2</sub>O","Mn<sup>2+</sup><sub>3</sub>(AsO<sub>4</sub>)<sub>2</sub>·8H<sub>2</sub>O","Mn As O H","IMA2007 s.p.","R061005","2996","Sweden","1951","Approved|Renamed","Vivianite","vivianite","Originally named manganese-hornesite:
Gabrielson O (1951) Manganiferous hoernesite and manganese-hoernesite from Långban, Sweden, Arkiv för Mineralogi och Geologi 1, 333-337

Name changed from manganese-hornesite:
Burke E A J (2008) Tidying up mineral names: an IMA-CNMNC scheme for suffixes, hyphens and diacritical marks, The Mineralogical Record 39, 131-135","monoclinic","1898","Mn^2+ As^5+ O H"
"Manganoneptunite","Manganoneptunite","Manganoneptunite","KNa2LiMn2+2Ti4+2Si8O24","KNa2LiMn2+2Ti2Si8O24","KNa_2_LiMn^2+^_2_Ti^4+^_2_Si_8_O_24_","KNa_2_LiMn^2+^_2_Ti_2_Si_8_O_24_","KNa<sub>2</sub>LiMn<sup>2+</sup><sub>2</sub>Ti<sup>4+</sup><sub>2</sub>Si<sub>8</sub>O<sub>24</sub>","KNa<sub>2</sub>LiMn<sup>2+</sup><sub>2</sub>Ti<sub>2</sub>Si<sub>8</sub>O<sub>24</sub>","K Na Li Mn Ti Si O","IMA2007 s.p.","R060901 R130094","2990","Russia","1923","Approved|Renamed","Neptunite","neptunite","Fersman A E (1923) The Chibina Massiv of Kola Island, Transactions of the Northern Scientific and Economic Expedition 16, 16–73

Name changed from mangan-neptunite:
Burke E A J (2008) Tidying up mineral names: an IMA-CNMNC scheme for suffixes, hyphens and diacritical marks, The Mineralogical Record 39, 131-135","monoclinic","1160","K Na Li Mn^2+ Ti^4+ Si O"
"Manganosite","Manganosite","Manganosite","Mn2+O","MnO","Mn^2+^O","MnO","Mn<sup>2+</sup>O","MnO","Mn O","","R060695 R060757","3012","Sweden","1874","Grandfathered|Approved","Rocksalt","periclase","Blomstrand C W (1874) Manganosit, ett nytt mineral från Vermland, Geologiska Föreningens i Stockholm Förhandlingar 2, 179-183","cubic","2200","Mn^2+ O"
"Manganotychite","Manganotychite","Manganotychite","Na6Mn2+2(CO3)4(S6+O4)","Na6Mn2+2(CO3)4(SO4)","Na_6_Mn^2+^_2_(CO_3_)_4_(S^6+^O_4_)","Na_6_Mn^2+^_2_(CO_3_)_4_(SO_4_)","Na<sub>6</sub>Mn<sup>2+</sup><sub>2</sub>(CO<sub>3</sub>)<sub>4</sub>(S<sup>6+</sup>O<sub>4</sub>)","Na<sub>6</sub>Mn<sup>2+</sup><sub>2</sub>(CO<sub>3</sub>)<sub>4</sub>(SO<sub>4</sub>)","Na Mn C O S","IMA1989-039","","3016","Russia","1989","Approved","Northupite","northupite","Khomyakov A P, Bakhchisaraitsev A Y, Martynova A V, Parashchenko T M (1990) Manganotychite Na_6_Mn_2_(SO_4_)(CO_3_)_4_ - a new mineral, Zapiski Vsesoyuznogo Mineralogicheskogo Obshchestva 119(5), 46-49","cubic","363","Na Mn^2+ C O S^6+"
"Mannardite","Mannardite","Mannardite","Ba(Ti4+6V3+2)O16","Ba(Ti6V3+2)O16","Ba(Ti^4+^_6_V^3+^_2_)O_16_","Ba(Ti_6_V^3+^_2_)O_16_","Ba(Ti<sup>4+</sup><sub>6</sub>V<sup>3+</sup><sub>2</sub>)O<sub>16</sub>","Ba(Ti<sub>6</sub>V<sup>3+</sup><sub>2</sub>)O<sub>16</sub>","Ba Ti V O","IMA1983-013","R060966 R080136","3019","Canada","1983","Approved","Coronadite","coronadite","Scott J D, Peatfield G R (1986) Mannardite [Ba·H_2_O](Ti_6_V^3+^_2_)O_16_, a new mineral species, and new data on redledgeite, The Canadian Mineralogist 24, 55-66

Chemical formula changed from Ba_x_Ti_8-2x_V^3+^_2x_O_16_·2-xH_2_O:
Biagioni C, Capalbo C, Pasero M (2013) Nomenclature tunings in the hollandite supergroup. European Journal of Mineralogy 25, 85-90","tetragonal","481","Ba Ti^4+ V^3+ O"
"Mantienneite","Mantienneite","Mantienneite","KMg2Al2Ti4+(PO4)4(OH)3·15H2O","KMg2Al2Ti(PO4)4(OH)3·15H2O","KMg_2_Al_2_Ti^4+^(PO_4_)_4_(OH)_3_·15H_2_O","KMg_2_Al_2_Ti(PO_4_)_4_(OH)_3_·15H_2_O","KMg<sub>2</sub>Al<sub>2</sub>Ti<sup>4+</sup>(PO<sub>4</sub>)<sub>4</sub>(OH)<sub>3</sub>·15H<sub>2</sub>O","KMg<sub>2</sub>Al<sub>2</sub>Ti(PO<sub>4</sub>)<sub>4</sub>(OH)<sub>3</sub>·15H<sub>2</sub>O","K Mg Al Ti P O H","IMA1983-048","","3021","Cameroon","1983","Approved"," ","mantienneite","Fransolet A M, Oustrière P, Fontan F, Pillard F (1984) La mantiennéite, une nouvelle espèce minérale du gisement de vivianite d'Anloua, Cameroun, Bulletin de Minéralogie 107, 737-744","orthorhombic","","K Mg Al Ti^4+ P O H"
"Marcasite","Marcasite","Marcasite","FeS2","FeS2","FeS_2_","FeS_2_","FeS<sub>2</sub>","FeS<sub>2</sub>","Fe S","","R060882","3023","unknown","0","Grandfathered|Approved","Marcasite","Marcasite-Löllingite-marcasite subgroup","Mineral name has been known since antiquity and predates any formal descriptive publication. For example:
Hill J (1751) Of vitriolic minerals. in A History of the Materia Medica, Longman, Hitch and Hawes (London) 140-147","orthorhombic","4000","Fe S"
"Margaritasite","Margaritasite","Margaritasite","Cs1+2(U6+O2)2(V5+O4)2·H2O","Cs2(UO2)2(VO4)2·H2O","Cs^1+^_2_(U^6+^O_2_)_2_(V^5+^O_4_)_2_·H_2_O","Cs_2_(UO_2_)_2_(VO_4_)_2_·H_2_O","Cs<sup>1+</sup><sub>2</sub>(U<sup>6+</sup>O<sub>2</sub>)<sub>2</sub>(V<sup>5+</sup>O<sub>4</sub>)<sub>2</sub>·H<sub>2</sub>O","Cs<sub>2</sub>(UO<sub>2</sub>)<sub>2</sub>(VO<sub>4</sub>)<sub>2</sub>·H<sub>2</sub>O","Cs U O V H","IMA1980-093","R060461","3025","Mexico","1980","Approved"," ","carnotite","Wenrich K J, Modreski P J, Zielinski R A, Seeley J L (1982) Margaritasite: a new mineral of hydrothermal orign for the Peña Blanca uranium district, Mexico, American Mineralogist 67, 1273-1289","monoclinic","44.95","Cs^1+ U^6+ O V^5+ H"
"Margarite","Margarite","Margarite","CaAl2(Si2Al2)O10(OH)2","CaAl2Si2Al2O10(OH)2","CaAl_2_(Si_2_Al_2_)O_10_(OH)_2_","CaAl_2_Si_2_Al_2_O_10_(OH)_2_","CaAl<sub>2</sub>(Si<sub>2</sub>Al<sub>2</sub>)O<sub>10</sub>(OH)<sub>2</sub>","CaAl<sub>2</sub>Si<sub>2</sub>Al<sub>2</sub>O<sub>10</sub>(OH)<sub>2</sub>","Ca Al Si O H","","R060839","3026","Austria","1821","Approved","Clay","mica-brittle micas","Senger W E (1821) Lepidolith, in Versuch einer Oryctographie der gefürsteten Grafschaft Tirol, Wagner'schen Schristen (Innsbruck) 32-33","monoclinic","4567.61","Ca Al Si O H"
"Margarosanite","Margarosanite","Margarosanite","Ca2Pb2+Si3O9","Ca2PbSi3O9","Ca_2_Pb^2+^Si_3_O_9_","Ca_2_PbSi_3_O_9_","Ca<sub>2</sub>Pb<sup>2+</sup>Si<sub>3</sub>O<sub>9</sub>","Ca<sub>2</sub>PbSi<sub>3</sub>O<sub>9</sub>","Ca Pb Si O","","R120111","3027","USA","1916","Grandfathered|Approved","Margarosanite"," ","Ford W E, Bradley W M (1916) Margarosanite, a new lead-calcium silicate from Franklin, N. J., American Journal of Science 42, 159-162","triclinic","1890","Ca Pb^2+ Si O"
"Marialite","Marialite","Marialite","Na4Al3Si9O24Cl","Na4Al3Si9O24Cl","Na_4_Al_3_Si_9_O_24_Cl","Na_4_Al_3_Si_9_O_24_Cl","Na<sub>4</sub>Al<sub>3</sub>Si<sub>9</sub>O<sub>24</sub>Cl","Na<sub>4</sub>Al<sub>3</sub>Si<sub>9</sub>O<sub>24</sub>Cl","Na Al Si O Cl","","R040043 R040113 R050123 R060297 R060469 R060458 R060526 R070689 R100112 R100167","3028","Italy","1866","Grandfathered|Approved","Scapolite","scapolite","Originally named marialith:
vom Rath G (1866) Mineralogisch-geognostische Fragmente aus Italien, Zeitschrift der Deutschen Geologischen Gesellschaft 18, 487-642","tetragonal","2038","Na Al Si O Cl"
"Marrite","Marrite","Marrite","Ag1+Pb2+As3+S2-3","AgPbAsS3","Ag^1+^Pb^2+^As^3+^S^2-^_3_","AgPbAsS_3_","Ag<sup>1+</sup>Pb<sup>2+</sup>As<sup>3+</sup>S<sup>2-</sup><sub>3</sub>","AgPbAsS<sub>3</sub>","Ag Pb As S","","","3032","Switzerland","1905","Grandfathered|Approved"," "," ","Solly R H (1905) Some new minerals from the Binnenthal, Switzerland, Mineralogical Magazine 14, 72-82","monoclinic","2680","Ag^1+ Pb^2+ As^3+ S^2-"
"Marsturite","Marsturite","Marsturite","NaCaMn2+3Si5O14(OH)","NaCaMn2+3Si5O14(OH)","NaCaMn^2+^_3_Si_5_O_14_(OH)","NaCaMn^2+^_3_Si_5_O_14_(OH)","NaCaMn<sup>2+</sup><sub>3</sub>Si<sub>5</sub>O<sub>14</sub>(OH)","NaCaMn<sup>2+</sup><sub>3</sub>Si<sub>5</sub>O<sub>14</sub>(OH)","Na Ca Mn Si O H","IMA1977-047","R141122 R141119 R141210","3034","USA","1977","Approved","Rhodonite","rhodonite","Peacor D R, Dunn P J, Sturman B D (1978) Marsturite, Mn_3_CaNaHSi_5_O_15_, a new mineral of the nambulite group from Franklin, New Jersey, American Mineralogist 63, 1187-1189","triclinic","1349","Na Ca Mn^2+ Si O H"
"Martinandresite","Martinandresite","Martinandresite","Ba2(Al4Si12O32)·10H2O","Ba2(Al4Si12O32)·10H2O","Ba_2_(Al_4_Si_12_O_32_)·10H_2_O","Ba_2_(Al_4_Si_12_O_32_)·10H_2_O","Ba<sub>2</sub>(Al<sub>4</sub>Si<sub>12</sub>O<sub>32</sub>)·10H<sub>2</sub>O","Ba<sub>2</sub>(Al<sub>4</sub>Si<sub>12</sub>O<sub>32</sub>)·10H<sub>2</sub>O","Ba Al Si O H","IMA2017-038","","6675","Switzerland","2017","Approved"," "," ","Chukanov N V, Zubkova N V, Meisser N, Ansermet S, Weiss S, Pekov I V, Belakovskiy D I, Vozchikova S A, Britvin S N, Pushcharovsky D Y (2018) Martinandresite, Ba_2_(Al_4_Si_12_O_32_)·10H_2_O, a new zeolite from Wasenalp, Switzerland. Physics and Chemistry of Minerals 45, 511-521","orthorhombic","","Ba Al Si O H"
"Maslovite","Maslovite","Maslovite","PtBiTe","PtBiTe","PtBiTe","PtBiTe","PtBiTe","PtBiTe","Pt Bi Te","IMA1978-002","","3039","Russia","1978","Approved","Pyrite","cobaltite","Kovalenker V A, Begizov V D, Evstigneeva T L, Troneva N V, Ryabikin V A (1979) Maslovite, PtBiTe: a new mineral from the October copper-nickel deposit, Geologiya Rudnykh Mestorozhdenii 21, 94-104","cubic","2490","Pt Bi Te"
"Masutomilite","Masutomilite","Masutomilite","KLiAlMn2+(Si3Al)O10(F,OH)2","KLiAlMn2+(Si3Al)O10(F,OH)2","KLiAlMn^2+^(Si_3_Al)O_10_(F,OH)_2_","KLiAlMn^2+^(Si_3_Al)O_10_(F,OH)_2_","KLiAlMn<sup>2+</sup>(Si<sub>3</sub>Al)O<sub>10</sub>(F,OH)<sub>2</sub>","KLiAlMn<sup>2+</sup>(Si<sub>3</sub>Al)O<sub>10</sub>(F,OH)<sub>2</sub>","K Li Al Mn Si O F H","IMA1974-046","R061008","3041","Japan","1974","Approved","Mica","mica-true micas","Harada K, Honda M, Nagashima K, Kanisawa S (1976) Masutomilite, manganese analogue of zinnwaldite, with special reference to masutomilite-lepidolite-zinnwaldite series, Mineralogical Journal 8, 95-109

Chemical formula changed from K_2_(Mn^2+^_2-1_Li_2-3_Al_2_)(Al_2-1_Si_6-7_O_20_)(F_2-3_(OH)_1-2_):
Brigatti M F, Mottana A, Malferrari D, Cibin G (2007) Crystal structure and chemical composition of Li-, Fe-, and Mn-rich micas, American Mineralogist 92, 1395-1400","monoclinic","560","K Li Al Mn^2+ Si O F H"
"Mathiasite","Mathiasite","Mathiasite","(K,Ba,Sr)(Zr4+,Fe3+)(Mg,Fe3+)2(Ti4+,Cr3+,Fe3+)18O38","(K,Ba,Sr)(Zr,Fe)(Mg,Fe)2(Ti,Cr,Fe)18O38","(K,Ba,Sr)(Zr^4+^,Fe^3+^)(Mg,Fe^3+^)_2_(Ti^4+^,Cr^3+^,Fe^3+^)_18_O_38_","(K,Ba,Sr)(Zr,Fe)(Mg,Fe)_2_(Ti,Cr,Fe)_18_O_38_","(K,Ba,Sr)(Zr<sup>4+</sup>,Fe<sup>3+</sup>)(Mg,Fe<sup>3+</sup>)<sub>2</sub>(Ti<sup>4+</sup>,Cr<sup>3+</sup>,Fe<sup>3+</sup>)<sub>18</sub>O<sub>38</sub>","(K,Ba,Sr)(Zr,Fe)(Mg,Fe)<sub>2</sub>(Ti,Cr,Fe)<sub>18</sub>O<sub>38</sub>","K Ba Sr Zr Fe Mg Ti Cr O","IMA1982-087","","3044","South Africa","1982","Approved","Crichtonite","crichtonite","Haggerty S E, Smyth J R, Erlank A J, Rickard R S, Danchin R V (1983) Lindsleyite (Ba) and mathiasite (K): two new chromium-titanites in the crichtonite series from the upper mantle, American Mineralogist 68, 494-505","hexagonal","190","K Ba Sr Zr^4+ Fe^3+ Mg Ti^4+ Cr^3+ O"
"Matildite","Matildite","Matildite","Ag1+Bi3+S2-2","AgBiS2","Ag^1+^Bi^3+^S^2-^_2_","AgBiS_2_","Ag<sup>1+</sup>Bi<sup>3+</sup>S<sup>2-</sup><sub>2</sub>","AgBiS<sub>2</sub>","Ag Bi S","","","3045","Peru","1883","Approved"," ","matildite","D'Achiardi A (1883) Matildite e scirmerite, in I Metalli Loro Minerali e Miniere, Volume 1, Ulrico Hoepli (Milano) 136-137","hexagonal","2223","Ag^1+ Bi^3+ S^2-"
"Mattagamite","Mattagamite","Mattagamite","CoTe2","CoTe2","CoTe_2_","CoTe_2_","CoTe<sub>2</sub>","CoTe<sub>2</sub>","Co Te","IMA1972-003","","3049","Canada","1972","Approved","Marcasite","Marcasite-Löllingite-marcasite subgroup","Thorpe R I, Harris D C (1973) Mattagamite and tellurantimony, two new telluride minerals from Mattagami Lake Mine, Matagami area, Quebec, The Canadian Mineralogist 12, 55-60","orthorhombic","4000","Co Te"
"Maucherite","Maucherite","Maucherite","Ni11As8","Ni11As8","Ni_11_As_8_","Ni_11_As_8_","Ni<sub>11</sub>As<sub>8</sub>","Ni<sub>11</sub>As<sub>8</sub>","Ni As","","","3053","Germany","1913","Grandfathered|Approved"," "," ","Grünling F (1913) Maucherit Ni_3_As_2_, ein neues Nickelmineral aus den Kobaltrücken des Mansfelder Kupferschiefers, Centralblatt fur Mineralogie, Geologie und Palaontologie 1913, 225-226

Chemical formula changed from Ni_3_As_2_ to Ni_11_As_8_:
Peacock M A (1940) On maucherite (nickel-speiss, placodine, temiskamite). Mineralogical Magazine 25, 557-572","monoclinic|tetragonal","3640","Ni As"
"Mawsonite","Mawsonite","Mawsonite","Cu1+6Fe3+2Sn4+S2-8","Cu6Fe2SnS8","Cu^1+^_6_Fe^3+^_2_Sn^4+^S^2-^_8_","Cu_6_Fe_2_SnS_8_","Cu<sup>1+</sup><sub>6</sub>Fe<sup>3+</sup><sub>2</sub>Sn<sup>4+</sup>S<sup>2-</sup><sub>8</sub>","Cu<sub>6</sub>Fe<sub>2</sub>SnS<sub>8</sub>","Cu Fe Sn S","IMA1964-030","","3055","Australia","1964","Approved"," "," ","Markham N L, Lawrence L J (1965) Mawsonite, a new copper-iron-tin sulfide form Mt. Lyell, Tasmania and Tingha, New South Wales, American Mineralogist 50, 900-908","tetragonal","2716","Cu^1+ Fe^3+ Sn^4+ S^2-"
"Maxwellite","Maxwellite","Maxwellite","NaFe3+As5+O4F","NaFe3+(AsO4)F","NaFe^3+^As^5+^O_4_F","NaFe^3+^(AsO_4_)F","NaFe<sup>3+</sup>As<sup>5+</sup>O<sub>4</sub>F","NaFe<sup>3+</sup>(AsO<sub>4</sub>)F","Na Fe As O F","IMA1987-044","R060955","3056","USA","1987","Approved","Titanite","durangite","Foord E E, Hlava P F, Fitzpatrick J J, Erd R C, Hinton R W (1991) Maxwellite and squawcreekite, two new minerals from the Black Range Tin district, Catron County, New Mexico, U.S.A., Neues Jahrbuch für Mineralogie, Monatshefte 1991, 363-384","monoclinic","25","Na Fe^3+ As^5+ O F"
"Mazzite-Mg","Mazzite-Mg","Mazzite-Mg","Mg5(Si26Al10)O72·30H2O","Mg5(Si26Al10)O72·30H2O","Mg_5_(Si_26_Al_10_)O_72_·30H_2_O","Mg_5_(Si_26_Al_10_)O_72_·30H_2_O","Mg<sub>5</sub>(Si<sub>26</sub>Al<sub>10</sub>)O<sub>72</sub>·30H<sub>2</sub>O","Mg<sub>5</sub>(Si<sub>26</sub>Al<sub>10</sub>)O<sub>72</sub>·30H<sub>2</sub>O","Mg Si Al O H","IMA1973-045","","5415","France","1973","Approved"," ","zeolite-mazzite series","Galli E, Passaglia E, Pongiluppi D, Rinaldi R (1974) Mazzite, a new mineral, the natural counterpart of the synthetic zeolite Ω, Contributions to Mineralogy and Petrology 45, 99-105

Name changed from mazzite, chemical formula revised from Na_0.3_K_2.5_Ca_1.4_Mg_2.1_(Al_9.9_Si_26.5_O_72_)·28H_2_O:
Arletti R, Galli E, Vezzalini G, Wise W S (2005) Mazzite-Na, a new zeolite from Boron, California: its description and crystal structure, American Mineralogist 90, 1186-1191","hexagonal","","Mg Si Al O H"
"Mazzite-Na","Mazzite-Na","Mazzite-Na","Na8(Si28Al8)O72·30H2O","Na8(Si28Al8)O72·30H2O","Na_8_(Si_28_Al_8_)O_72_·30H_2_O","Na_8_(Si_28_Al_8_)O_72_·30H_2_O","Na<sub>8</sub>(Si<sub>28</sub>Al<sub>8</sub>)O<sub>72</sub>·30H<sub>2</sub>O","Na<sub>8</sub>(Si<sub>28</sub>Al<sub>8</sub>)O<sub>72</sub>·30H<sub>2</sub>O","Na Si Al O H","IMA2003-058","","5297","USA","2003","Approved"," ","zeolite-mazzite series","Arletti R, Galli E, Vezzalini G, Wise W S (2005) Mazzite-Na, a new zeolite from Boron, California: its description and crystal structure, American Mineralogist 90, 1186-1191","hexagonal","124","Na Si Al O H"
"Mcallisterite","Mcallisterite","Mcallisterite","Mg2[B6O7(OH)6]2·9H2O","Mg2[B6O7(OH)6]2·9H2O","Mg_2_[B_6_O_7_(OH)_6_]_2_·9H_2_O","Mg_2_[B_6_O_7_(OH)_6_]_2_·9H_2_O","Mg<sub>2</sub>[B<sub>6</sub>O<sub>7</sub>(OH)<sub>6</sub>]<sub>2</sub>·9H<sub>2</sub>O","Mg<sub>2</sub>[B<sub>6</sub>O<sub>7</sub>(OH)<sub>6</sub>]<sub>2</sub>·9H<sub>2</sub>O","Mg B O H","IMA1963-012","","3061","USA","1963","Approved"," "," ","Schaller W T, Vlisidis A C, Mrose M E (1965) Macallisterite, 2MgO·6B_2_O_3_·15H_2_O, a new hydrous magnesium borate mineral from the Death Valley region, Inyo County, California, American Mineralogist 50, 629-640","hexagonal","1180","Mg B O H"
"Mcbirneyite","Mcbirneyite","Mcbirneyite","Cu2+3(V5+O4)2","Cu3(VO4)2","Cu^2+^_3_(V^5+^O_4_)_2_","Cu_3_(VO_4_)_2_","Cu<sup>2+</sup><sub>3</sub>(V<sup>5+</sup>O<sub>4</sub>)<sub>2</sub>","Cu<sub>3</sub>(VO<sub>4</sub>)<sub>2</sub>","Cu V O","IMA1985-007","","3064","El Salvador","1985","Approved"," "," ","Hughes J M, Christian B S, Finger L W, Malinconico L L (1987) Mcbirneyite, Cu_3_(VO_4_)_2_, a new sublimate mineral from the fumaroles of Izalco volcano, El Salvador, Journal of Volcanology and Geothermal Research 33, 183-190","triclinic","3.6E-5","Cu^2+ V^5+ O"
"Mccrillisite","Mccrillisite","Mccrillisite","NaCs(Be,Li)Zr4+2(P5+O4)4·1-2H2O","NaCs(Be,Li)Zr2(PO4)4·1-2H2O","NaCs(Be,Li)Zr^4+^_2_(P^5+^O_4_)_4_·1-2H_2_O","NaCs(Be,Li)Zr_2_(PO_4_)_4_·1-2H_2_O","NaCs(Be,Li)Zr<sup>4+</sup><sub>2</sub>(P<sup>5+</sup>O<sub>4</sub>)<sub>4</sub>·1-2H<sub>2</sub>O","NaCs(Be,Li)Zr<sub>2</sub>(PO<sub>4</sub>)<sub>4</sub>·1-2H<sub>2</sub>O","Na Cs Be Li Zr P O H","IMA1991-023","","3066","USA","1991","Approved"," ","gainesite","Foord E E, Brownfield M E, Lichte F E, Davis A M, Sutley S J (1994) McCrillisite, NaCs(Be,Li)Zr_2_(PO_4_)_4_·1-2H_2_O, a new mineral species from Mount Mica, Oxford County, Maine, and new data for gainesite, The Canadian Mineralogist 32, 839-842","","293","Na Cs Be Li Zr^4+ P^5+ O H"
"Mcgillite","Mcgillite","Mcgillite","Mn2+8Si6O15(OH)8Cl2","Mn2+8Si6O15(OH)8Cl2","Mn^2+^_8_Si_6_O_15_(OH)_8_Cl_2_","Mn^2+^_8_Si_6_O_15_(OH)_8_Cl_2_","Mn<sup>2+</sup><sub>8</sub>Si<sub>6</sub>O<sub>15</sub>(OH)<sub>8</sub>Cl<sub>2</sub>","Mn<sup>2+</sup><sub>8</sub>Si<sub>6</sub>O<sub>15</sub>(OH)<sub>8</sub>Cl<sub>2</sub>","Mn Si O H Cl","IMA1979-024","R110206","3067","Canada","1979","Approved","Clay","pyrosmalite","Donnay G, Bétournay M, Hamill G (1980) McGillite, a new manganous hydroxychlorosilicate, The Canadian Mineralogist 18, 31-36","monoclinic","1475","Mn^2+ Si O H Cl"
"Mckelveyite-(Y)","Mckelveyite-(Y)","Mckelveyite-(Y)","NaBa3(Ca,U4+)Y(CO3)6·3H2O","NaBa3(Ca,U)Y(CO3)6·3H2O","NaBa_3_(Ca,U^4+^)Y(CO_3_)_6_·3H_2_O","NaBa_3_(Ca,U)Y(CO_3_)_6_·3H_2_O","NaBa<sub>3</sub>(Ca,U<sup>4+</sup>)Y(CO<sub>3</sub>)<sub>6</sub>·3H<sub>2</sub>O","NaBa<sub>3</sub>(Ca,U)Y(CO<sub>3</sub>)<sub>6</sub>·3H<sub>2</sub>O","Na Ba Ca U Y C O H","IMA1964-025","","3070","USA","1964","Approved|Redefined"," ","mckelveyite","Milton C, Ingram B, Clark J R, Dwornik E J (1965) Mckelveyite, a new hydrous sodium barium rare-earth uranium carbonate mineral from the Green River Formation, Wyoming, American Mineralogist 50, 593-612

Name changed from mckelveyite:
Nickel E H, Mandarino J A (1987) Procedures involving the IMA Commission on New Minerals and Mineral Names and guidelines on mineral nomenclature, American Mineralogist 72, 1031-1042","monoclinic","2000","Na Ba Ca U^4+ Y C O H"
"Mckinstryite","Mckinstryite","Mckinstryite","Ag5Cu3S4","Ag5Cu3S4","Ag_5_Cu_3_S_4_","Ag_5_Cu_3_S_4_","Ag<sub>5</sub>Cu<sub>3</sub>S<sub>4</sub>","Ag<sub>5</sub>Cu<sub>3</sub>S<sub>4</sub>","Ag Cu S","IMA1966-012","","3071","Canada","1966","Approved"," "," ","Skinner B J, Jambor J L, Ross M (1966) Mckinstryite, a new copper-silver sulfide, Economic Geology 61, 1383-1389

Chemical formula revised from Cu_0.8_Ag_1.2_S:
Kolitsch U (2010) The crystal structure and compositional range of mckinstryite, Mineralogical Magazine 74, 73-84","orthorhombic","4000","Ag Cu S"
"Megacyclite","Megacyclite","Megacyclite","KNa8Si9O18(OH)9·19H2O","KNa8Si9O18(OH)9·19H2O","KNa_8_Si_9_O_18_(OH)_9_·19H_2_O","KNa_8_Si_9_O_18_(OH)_9_·19H_2_O","KNa<sub>8</sub>Si<sub>9</sub>O<sub>18</sub>(OH)<sub>9</sub>·19H<sub>2</sub>O","KNa<sub>8</sub>Si<sub>9</sub>O<sub>18</sub>(OH)<sub>9</sub>·19H<sub>2</sub>O","K Na Si O H","IMA1991-015","","3075","Russia","1991","Approved"," "," ","Khomyakov A P, Necheljustov G N, Yamnova N A, Pushcharovsky D Y (1993) Megacyclite Na_8_KSi_9_O_18_(OH)_9_·19H_2_O - a new mineral, Zapiski Vserossijskogo Mineralogicheskogo Obshchestva 122(1), 125-128","monoclinic","413.6","K Na Si O H"
"Meionite","Meionite","Meionite","Ca4Al6Si6O24(CO3)","Ca4Al6Si6O24(CO3)","Ca_4_Al_6_Si_6_O_24_(CO_3_)","Ca_4_Al_6_Si_6_O_24_(CO_3_)","Ca<sub>4</sub>Al<sub>6</sub>Si<sub>6</sub>O<sub>24</sub>(CO<sub>3</sub>)","Ca<sub>4</sub>Al<sub>6</sub>Si<sub>6</sub>O<sub>24</sub>(CO<sub>3</sub>)","Ca Al Si O C","","R040169","3077","Italy","1801","Grandfathered|Approved","Scapolite","scapolite","Haüy R J (1801) Meïonite, Traité de Minéralogie 2, 586-590","tetragonal","2485","Ca Al Si O C"
"Meixnerite","Meixnerite","Meixnerite","Mg6Al2(OH)18·4H2O","Mg6Al2(OH)16(OH)2·4H2O","Mg_6_Al_2_(OH)_18_·4H_2_O","Mg_6_Al_2_(OH)_16_(OH)_2_·4H_2_O","Mg<sub>6</sub>Al<sub>2</sub>(OH)<sub>18</sub>·4H<sub>2</sub>O","Mg<sub>6</sub>Al<sub>2</sub>(OH)<sub>16</sub>(OH)<sub>2</sub>·4H<sub>2</sub>O","Mg Al O H","IMA1974-003","","3078","Austria","1974","Approved","Hydrotalcite"," ","Koritnig S, Süsse P (1975) Meixnerit, Mg_6_Al_2_(OH)_18_·4H_2_O, ein neues magnesium-aluminium-hydroxid-mineral, Tschermaks Mineralogische und Petrographische Mitteilungen 22, 79-87","hexagonal","238","Mg Al O H"
