Mineral Name,Mineral Name (plain),Mineral Name (HTML),RRUFF Chemistry (plain),IMA Chemistry (plain),RRUFF Chemistry (concise),IMA Chemistry (concise),RRUFF Chemistry (HTML),IMA Chemistry (HTML),Chemistry Elements,IMA Number,RRUFF IDs,Database ID,Country of Type Locality,Year First Published,IMA Status,Structural Groupname,Fleischers Groupname,Status Notes,Crystal Systems,Oldest Known Age (Ma),Valence Elements
Eskolaite,Eskolaite,Eskolaite,Cr3+2O3,Cr2O3,Cr^3+^_2_O_3_,Cr_2_O_3_,Cr<sup>3+</sup><sub>2</sub>O<sub>3</sub>,Cr<sub>2</sub>O<sub>3</sub>,Cr O,,R060892,1790,Finland,1958,Grandfathered|Approved,Corundum,hematite,"Kouvo O, Vuorelainen Y (1958) Eskolaite, a new chromium mineral, American Mineralogist 43, 1098-1106",hexagonal,4700.0,Cr^3+ O
Famatinite,Famatinite,Famatinite,Cu1+Cu2+2Sb3+S2-4,Cu3SbS4,Cu^1+^Cu^2+^_2_Sb^3+^S^2-^_4_,Cu_3_SbS_4_,Cu<sup>1+</sup>Cu<sup>2+</sup><sub>2</sub>Sb<sup>3+</sup>S<sup>2-</sup><sub>4</sub>,Cu<sub>3</sub>SbS<sub>4</sub>,Cu Sb S,,R110021 R110022,1819,Argentina,1873,Grandfathered|Approved,Stannite,stannite,"Stelzner A (1873) Mineralogische beobachtungen im gebiete der Argentinischen Republik, Mineralogische Mittheilungen 4, 219-254",tetragonal,4000.0,Cu^1+ Cu^2+ Sb^3+ S^2-
Fayalite,Fayalite,Fayalite,Fe2+2SiO4,Fe2+2(SiO4),Fe^2+^_2_SiO_4_,Fe^2+^_2_(SiO_4_),Fe<sup>2+</sup><sub>2</sub>SiO<sub>4</sub>,Fe<sup>2+</sup><sub>2</sub>(SiO<sub>4</sub>),Fe Si O,,R070157 R070374 R070293 R100102 R100103 R100104,1826,Portugal,1840,Grandfathered|Approved,Olivine,olivine,"Gmelin C G (1840) Chemische untersuchung des fayalits, Annalen der Physik und Chemie 51, 160-164",orthorhombic,4567.61,Fe^2+ Si O
Ferro-pargasite,Ferro-pargasite,Ferro-pargasite,NaCa2(Fe2+4Al)(Si6Al2)O22(OH)2,NaCa2(Fe2+4Al)(Si6Al2)O22(OH)2,NaCa_2_(Fe^2+^_4_Al)(Si_6_Al_2_)O_22_(OH)_2_,NaCa_2_(Fe^2+^_4_Al)(Si_6_Al_2_)O_22_(OH)_2_,NaCa<sub>2</sub>(Fe<sup>2+</sup><sub>4</sub>Al)(Si<sub>6</sub>Al<sub>2</sub>)O<sub>22</sub>(OH)<sub>2</sub>,NaCa<sub>2</sub>(Fe<sup>2+</sup><sub>4</sub>Al)(Si<sub>6</sub>Al<sub>2</sub>)O<sub>22</sub>(OH)<sub>2</sub>,Na Ca Fe Al Si O H,,R090015,1906,United Kingdom,1961,Approved|Redefined,Amphibole,amphibole-group 2 Ca,"Wilkinson J F G (1961) Some aspects of the calciferous amphiboles, oxyhornblende, kaersutite and barkevikite, American Mineralogist 46, 340-354

Redefined:
Leake B E, Woolley A R, Arps C E S, Birch W D, Gilbert M C, Grice J D, Hawthorne F C, Kato A, Kisch H J, Krivovichev V G, Linthout K, Laird J, Mandarino J A, Maresch W V, Nickel E H, Rock N M S, Schumacher J C, Smith D C, Stephenson N C N, Ungaretti L, Whittaker E J W, Youzhi G (1997) Nomenclature of amphiboles: Report of the subcommittee on amphiboles of the International Mineralogical Association, commission on new minerals and mineral names, The Canadian Mineralogist 35, 219-246

Name changed from ferropargasite:
Hawthorne F C, Oberti R, Harlow G E, Maresch W V, Martin R F, Schumacher J C, Welch M D (2012) Nomenclature of the amphibole supergroup, American Mineralogist 97, 2031-2048",monoclinic,4000.0,Na Ca Fe^2+ Al Si O H
Fluorite,Fluorite,Fluorite,CaF2,CaF2,CaF_2_,CaF_2_,CaF<sub>2</sub>,CaF<sub>2</sub>,Ca F,,R040099 R050045 R050046 R050115 R060548,1958,unknown,1530,Grandfathered|Approved,Fluorite, ,"Agricola G (1530) Fluores, in Bermannus, Sive De Re Metallica, ædibus Frobenianis (Basel) 125-127",cubic,4000.0,Ca F
Formanite-(Y),Formanite-(Y),Formanite-(Y),Y3+Ta5+O4,YTaO4,Y^3+^Ta^5+^O_4_,YTaO_4_,Y<sup>3+</sup>Ta<sup>5+</sup>O<sub>4</sub>,YTaO<sub>4</sub>,Y Ta O,IMA1987 s.p.,,1969,Australia,1944,Approved|Renamed, ,fergusonite,"Palache C, Berman H, Frondel C (1944) Formanite, in Dana’s System of Mineralogy, 7th Edition, Volume 1, 757-763

Name changed from formanite:
Nickel E H, Mandarino J A (1987) Procedures involving the IMA Commission on New Minerals and Mineral Names and guidelines on mineral nomenclature, American Mineralogist 72, 1031-1042",monoclinic,4000.0,Y^3+ Ta^5+ O
Forsterite,Forsterite,Forsterite,Mg2SiO4,Mg2(SiO4),Mg_2_SiO_4_,Mg_2_(SiO_4_),Mg<sub>2</sub>SiO<sub>4</sub>,Mg<sub>2</sub>(SiO<sub>4</sub>),Mg Si O,,R040018 R040052 R040057 R050117 R060539 R060535 R060551 R100099 R100100 R100101 R100140,1972,Italy,1824,Grandfathered|Approved,Olivine,olivine,"Levy M (1824) Observations on the preceding paper, with an account of a new mineral, The Annals of Philosophy 7, 59-62",orthorhombic|unknown,4700.0,Mg Si O
Frohbergite,Frohbergite,Frohbergite,FeTe2,FeTe2,FeTe_2_,FeTe_2_,FeTe<sub>2</sub>,FeTe<sub>2</sub>,Fe Te,,,2003,Canada,1947,Grandfathered|Approved,Marcasite,Marcasite-Löllingite-marcasite subgroup,"Thompson R M (1947) Frohbergite, FeTe_2_: a new mineral of the marcasite group, University of Toronto Studies: VI. Geological Series 51, 35-40

Hurlbut C S (1947) Proceedings of the twenty-seventh annual meeting of the Mineralogical Society of America at Chicago, Illinois, American Mineralogist 32, 189-214",orthorhombic,4000.0,Fe Te
Gahnite,Gahnite,Gahnite,Zn2+Al2O4,ZnAl2O4,Zn^2+^Al_2_O_4_,ZnAl_2_O_4_,Zn<sup>2+</sup>Al<sub>2</sub>O<sub>4</sub>,ZnAl<sub>2</sub>O<sub>4</sub>,Zn Al O,,R040027 R070591 R170037,2020,Sweden,1807,Grandfathered|Approved,Spinel,spinel,"von Moll C E F (1807) Uebersicht. Gahnit, aus Fahlun, Efemeriden der Berg- und Huttenkunde 3, 75-92",cubic,4000.0,Zn^2+ Al O
Galena,Galena,Galena,Pb2+S2-,PbS,Pb^2+^S^2-^,PbS,Pb<sup>2+</sup>S<sup>2-</sup>,PbS,Pb S,,R060187 R070325,2026,unknown,0,Grandfathered|Approved,Rocksalt,galena,Mineral name has been known since antiquity and predates any formal descriptive publication,cubic,4000.0,Pb^2+ S^2-
Gedrite,Gedrite,Gedrite,[box]Mg2(Mg3Al2)(Si6Al2)O22(OH)2,[box]Mg2(Mg3Al2)(Si6Al2)O22(OH)2,[box]Mg_2_(Mg_3_Al_2_)(Si_6_Al_2_)O_22_(OH)_2_,[box]Mg_2_(Mg_3_Al_2_)(Si_6_Al_2_)O_22_(OH)_2_,"<span style=""border: 1px solid #333; font-size:7px;"">   </span>Mg<sub>2</sub>(Mg<sub>3</sub>Al<sub>2</sub>)(Si<sub>6</sub>Al<sub>2</sub>)O<sub>22</sub>(OH)<sub>2</sub>","<span style=""border: 1px solid #333; font-size:7px;"">   </span>Mg<sub>2</sub>(Mg<sub>3</sub>Al<sub>2</sub>)(Si<sub>6</sub>Al<sub>2</sub>)O<sub>22</sub>(OH)<sub>2</sub>",Mg Al Si O H,,R050339,2055,France,1836,Approved|Redefined,Amphibole,amphibole-group 1 Mg-Fe-Mn-Li,"Dufrénoy A (1836) Description de la gédrite, nouvelle espèce minérale, Annales des Mines 10, 582-584",orthorhombic,4000.0,Mg Al Si O H
Gehlenite,Gehlenite,Gehlenite,Ca2Al(SiAl)O7,Ca2Al(SiAl)O7,Ca_2_Al(SiAl)O_7_,Ca_2_Al(SiAl)O_7_,Ca<sub>2</sub>Al(SiAl)O<sub>7</sub>,Ca<sub>2</sub>Al(SiAl)O<sub>7</sub>,Ca Al Si O,,R060841 R061091 R070478,2058,Italy,1815,Grandfathered|Approved,Melilite,melilite,"Fuchs J N (1815) Ueber den gehlenit, ein neues mineral aus Tirol, Journal für Chemie und Physik 15, 377-386",tetragonal,4568.5,Ca Al Si O
Geikielite,Geikielite,Geikielite,MgTi4+O3,MgTiO3,MgTi^4+^O_3_,MgTiO_3_,MgTi<sup>4+</sup>O<sub>3</sub>,MgTiO<sub>3</sub>,Mg Ti O,,R070479,2060,Sri Lanka,1893,Grandfathered|Approved,Corundum,ilmenite,"Dick A (1893) On geikielite, a new mineral from Ceylon, Mineralogical Magazine 10, 145-147",hexagonal,4330.0,Mg Ti^4+ O
Gersdorffite-Pa3,Gersdorffite-Pa3,Gersdorffite-Pa3,Ni3+(AsS)3-,NiAsS,Ni^3+^(AsS)^3-^,NiAsS,Ni<sup>3+</sup>(AsS)<sup>3-</sup>,NiAsS,Ni As S,,,5005,Austria,1986,Approved|Redefined,Pyrite, ,"Bayliss P (1986) Subdivision of the pyrite group, and a chemical and X-ray-diffraction investigation of ullmannite. The Canadian Mineralogist 24, 27-33",cubic,4000.0,Ni^3+ As S
Goethite,Goethite,Goethite,Fe3+O(OH),FeO(OH),Fe^3+^O(OH),FeO(OH),Fe<sup>3+</sup>O(OH),FeO(OH),Fe O H,,R050142 R120086,2115,Germany,1806,Approved, ,diaspore,"Lenz J G (1806) Göthit. in Tabellen über das gesammte Mineralreich, Göpferdts (Jena) 46-46",orthorhombic,4620.0,Fe^3+ O H
Gold,Gold,Gold,Au,Au,Au,Au,Au,Au,Au,,R070279,2116,unknown,0,Grandfathered|Approved,Copper,copper,Mineral name has been known since antiquity and predates any formal descriptive publication,cubic,4000.0,Au
Graphite,Graphite,Graphite,C,C,C,C,C,C,C,,R050503 R090047 R120025,2144,unknown,1789,Grandfathered|Approved, , ,"Werner A G (1789) Mineralsystem des Herrn Inspektor Werners mit dessen Erlaubnis herausgegeben von E.U.G. Hoffmann, Bergmannisches Journal 1, 369-386",orthorhombic|hexagonal,4700.0,C
Greenalite,Greenalite,Greenalite,"(Fe2+,Fe3+)2-3Si2O5(OH)4","(Fe2+,Fe3+)2-3Si2O5(OH)4","(Fe^2+^,Fe^3+^)_2-3_Si_2_O_5_(OH)_4_","(Fe^2+^,Fe^3+^)_2-3_Si_2_O_5_(OH)_4_","(Fe<sup>2+</sup>,Fe<sup>3+</sup>)<sub>2-3</sub>Si<sub>2</sub>O<sub>5</sub>(OH)<sub>4</sub>","(Fe<sup>2+</sup>,Fe<sup>3+</sup>)<sub>2-3</sub>Si<sub>2</sub>O<sub>5</sub>(OH)<sub>4</sub>",Fe Si O H,,,2150,USA,1903,Grandfathered|Approved,Clay,kaolinite-serpentine-serpentine subgroup,"Leith C K (1903) The Mesabi iron-bearing district of Minnesota. Section II. The Biwabik Formation (iron-bearing), Monographs of the United States Geological Survey 43, 100-115",monoclinic,4700.0,Fe^2+ Fe^3+ Si O H
Greenockite,Greenockite,Greenockite,Cd2+S2-,CdS,Cd^2+^S^2-^,CdS,Cd<sup>2+</sup>S<sup>2-</sup>,CdS,Cd S,,R060091 R060110 R070017 R090045,2151,United Kingdom,1840,Grandfathered|Approved,Wurtzite,wurtzite,"Thompson T (1840) Notice of greenockite, a new mineral species of the order blende, The Edinburgh New Philosophical Journal 28, 390-292",hexagonal,4000.0,Cd^2+ S^2-
Grossite,Grossite,Grossite,CaAl4O7,CaAl4O7,CaAl_4_O_7_,CaAl_4_O_7_,CaAl<sub>4</sub>O<sub>7</sub>,CaAl<sub>4</sub>O<sub>7</sub>,Ca Al O,IMA1993-052,,2159,Algeria (meteorite) / Israel,1993,Approved, , ,"Weber D, Bischoff A (1994) Grossite (CaAl_4_O_7_) - a rare phase in terrestrial rocks and meteorites, European Journal of Mineralogy 6, 591-594",monoclinic,4700.0,Ca Al O
Grossmanite,Grossmanite,Grossmanite,CaTi3+AlSiO6,"Ca(Ti3+,Mg,Ti4+)AlSiO6",CaTi^3+^AlSiO_6_,"Ca(Ti^3+^,Mg,Ti^4+^)AlSiO_6_",CaTi<sup>3+</sup>AlSiO<sub>6</sub>,"Ca(Ti<sup>3+</sup>,Mg,Ti<sup>4+</sup>)AlSiO<sub>6</sub>",Ca Ti Mg Al Si O,IMA2008-042a,,5735,Mexico (meteorite),2008,Approved,Pyroxene, ,"Ma C, Rossman G R (2009) Grossmanite, CaTi^3+^AlSiO_6_, a new pyroxene from the Allende meteorite, American Mineralogist 94, 1491-1494",monoclinic,4567.61,Ca Ti^3+ Al Si O
Grossular,Grossular,Grossular,Ca3Al2(SiO4)3,Ca3Al2(SiO4)3,Ca_3_Al_2_(SiO_4_)_3_,Ca_3_Al_2_(SiO_4_)_3_,Ca<sub>3</sub>Al<sub>2</sub>(SiO<sub>4</sub>)<sub>3</sub>,Ca<sub>3</sub>Al<sub>2</sub>(SiO<sub>4</sub>)<sub>3</sub>,Ca Al Si O,,R040065 R040066 R050081 R050036 R050312 R060278 R060382 R060442 R060443 R060444 R060446 R060452 R060453 R060499 R070551 R100146 R100152 R100160 R100161 R141207,2160,Russia,1811,Approved,Garnet,garnet,"Hoffmann C A S (1811) Grossular, in Handbuch der Mineralogie, Volume 1, Craz und Gerlach (Freiberg) 479-481",cubic|triclinic,4567.61,Ca Al Si O
Grunerite,Grunerite,Grunerite,[box]Fe2+2Fe2+5Si8O22(OH)2,[box]Fe2+2Fe2+5Si8O22(OH)2,[box]Fe^2+^_2_Fe^2+^_5_Si_8_O_22_(OH)_2_,[box]Fe^2+^_2_Fe^2+^_5_Si_8_O_22_(OH)_2_,"<span style=""border: 1px solid #333; font-size:7px;"">   </span>Fe<sup>2+</sup><sub>2</sub>Fe<sup>2+</sup><sub>5</sub>Si<sub>8</sub>O<sub>22</sub>(OH)<sub>2</sub>","<span style=""border: 1px solid #333; font-size:7px;"">   </span>Fe<sup>2+</sup><sub>2</sub>Fe<sup>2+</sup><sub>5</sub>Si<sub>8</sub>O<sub>22</sub>(OH)<sub>2</sub>",Fe Si O H,,R040150 R060062 R070204 R070186 R070267,2164,France,1853,Approved|Redefined,Amphibole,amphibole-group 1 Mg-Fe-Mn-Li,"Kenngott A (1853) VIII. Ordnung: Spathe. IX. Geschlecht: Augit-Spathe. 4. Grunerit, in Das Mohs'sche Mineralsystem, Verlag und Druck (Wien) 62-77

Redefined:
Leake B E, Woolley A R, Arps C E S, Birch W D, Gilbert M C, Grice J D, Hawthorne F C, Kato A, Kisch H J, Krivovichev V G, Linthout K, Laird J, Mandarino J A, Maresch W V, Nickel E H, Rock N M S, Schumacher J C, Smith D C, Stephenson N C N, Ungaretti L, Whittaker E J W, Youzhi G (1997) Nomenclature of amphiboles: Report of the subcommittee on amphiboles of the International Mineralogical Association, commission on new minerals and mineral names, The Canadian Mineralogist 35, 219-246",monoclinic,4000.0,Fe^2+ Si O H
Gypsum,Gypsum,Gypsum,CaS6+O4·2H2O,Ca(SO4)·2H2O,CaS^6+^O_4_·2H_2_O,Ca(SO_4_)·2H_2_O,CaS<sup>6+</sup>O<sub>4</sub>·2H<sub>2</sub>O,Ca(SO<sub>4</sub>)·2H<sub>2</sub>O,Ca S O H,,R040029 R060509,2179,unknown,0,Grandfathered|Approved,Gypsum, ,Mineral name has been known since antiquity and predates any formal descriptive publication,monoclinic,4700.0,Ca S^6+ O H
Haxonite,Haxonite,Haxonite,"(Fe,Ni)23C6","(Fe,Ni)23C6","(Fe,Ni)_23_C_6_","(Fe,Ni)_23_C_6_","(Fe,Ni)<sub>23</sub>C<sub>6</sub>","(Fe,Ni)<sub>23</sub>C<sub>6</sub>",Fe Ni C,IMA1971-001,R070034,2220,Mexico (meteorite) / USA (meteorite),1971,Approved,Haxonite, ,"Mineral described, but not named:
Scott E R D (1971) New carbide, (Fe,Ni)_23_C_6_, found in iron meteorites, Nature 229, 61-62",cubic,4620.0,Fe Ni C
Heazlewoodite,Heazlewoodite,Heazlewoodite,Ni3S2,Ni3S2,Ni_3_S_2_,Ni_3_S_2_,Ni<sub>3</sub>S<sub>2</sub>,Ni<sub>3</sub>S<sub>2</sub>,Ni S,,R061074,2223,Australia,1897,Grandfathered|Approved, , ,"Smith J H (1897) Heazlewood and Whyte River Districts, Tasmania. Report of the Secretary for Mines 1896-7, 47-47",hexagonal|rhombohedral,4567.61,Ni S
Hedenbergite,Hedenbergite,Hedenbergite,CaFe2+Si2O6,CaFe2+Si2O6,CaFe^2+^Si_2_O_6_,CaFe^2+^Si_2_O_6_,CaFe<sup>2+</sup>Si<sub>2</sub>O<sub>6</sub>,CaFe<sup>2+</sup>Si<sub>2</sub>O<sub>6</sub>,Ca Fe Si O,,R050030 R060040 R070136 R070236,2227,Sweden,1819,Approved,Pyroxene,pyroxene,"Berzelius J J (1819) Hedenbergite, in Nouveau Système de Minéralogie, Méquignon-Marvis (Paris) 269-270",monoclinic,4567.61,Ca Fe^2+ Si O
Hematite,Hematite,Hematite,Fe3+2O3,Fe2O3,Fe^3+^_2_O_3_,Fe_2_O_3_,Fe<sup>3+</sup><sub>2</sub>O<sub>3</sub>,Fe<sub>2</sub>O<sub>3</sub>,Fe O,,R040024 R050300 R060190 R070240 R110013,2239,unknown,0,Approved,Corundum,hematite,"Mineral name has been known since antiquity and predates any formal descriptive publication, for instance,
Agricola G (1556) Hematite. in De Re Metallica, translated by Hoover H C and Hoover L H 1950, 111-111",hexagonal,4620.0,Fe^3+ O
Hemimorphite,Hemimorphite,Hemimorphite,Zn2+4Si2O7(OH)2·H2O,Zn4(Si2O7)(OH)2·H2O,Zn^2+^_4_Si_2_O_7_(OH)_2_·H_2_O,Zn_4_(Si_2_O_7_)(OH)_2_·H_2_O,Zn<sup>2+</sup><sub>4</sub>Si<sub>2</sub>O<sub>7</sub>(OH)<sub>2</sub>·H<sub>2</sub>O,Zn<sub>4</sub>(Si<sub>2</sub>O<sub>7</sub>)(OH)<sub>2</sub>·H<sub>2</sub>O,Zn Si O H,,R040117 R070536,2243,Romania,1853,Approved, , ,"Kenngott A (1853) Hemimorphit, in Das Mohs’sche Mineralsystem, Verlag und Druck (Wien) 67-68",orthorhombic,4000.0,Zn^2+ Si O H
Hercynite,Hercynite,Hercynite,Fe2+Al2O4,Fe2+Al2O4,Fe^2+^Al_2_O_4_,Fe^2+^Al_2_O_4_,Fe<sup>2+</sup>Al<sub>2</sub>O<sub>4</sub>,Fe<sup>2+</sup>Al<sub>2</sub>O<sub>4</sub>,Fe Al O,,R170038,2254,Czech Republic,1839,Grandfathered|Approved,Spinel,spinel,"Zippe F X M (1839) Ueber den hercinit, eine bisher unbekannt gebliebene spezies des mineralreiches, Verhandlungen der Gesellschaft des Vaterländischen Museums in Böhmen 1839, 19-27",cubic,4568.5,Fe^2+ Al O
Hessite,Hessite,Hessite,Ag2Te,Ag2Te,Ag_2_Te,Ag_2_Te,Ag<sub>2</sub>Te,Ag<sub>2</sub>Te,Ag Te,,R060226 R070445,2256,Kazakhstan,1843,Grandfathered|Approved, , ,"Fröbel J (1843) 4. Zunft: Monotrimetrische Pyritoïden. 1. Familie: Pyrrhotinen. Hessit, in Grundzüge eines Systemes der Krystallologie oder der Naturgeschichte der Unorganischen Individuen, Druck und Verlag des Literarischen Comptoirs (Zürich und Winterthur) 48-5",monoclinic,4000.0,Ag Te
Hexamolybdenum,Hexamolybdenum,Hexamolybdenum,"(Mo,Ru,Fe,Ir,Os)","(Mo,Ru,Fe,Ir,Os)","(Mo,Ru,Fe,Ir,Os)","(Mo,Ru,Fe,Ir,Os)","(Mo,Ru,Fe,Ir,Os)","(Mo,Ru,Fe,Ir,Os)",Mo Ru Fe Ir Os,IMA2007-029,,5630,Mexico (meteorite),2007,Approved, , ,"Ma C, Beckett J R, Rossman G R (2014) Allendeite (Sc_4_Zr_3_O_12_) and hexamolybdenum (Mo,Ru,Fe), two new minerals from an ultrarefractory inclusion from the Allende meteorite. American Mineralogist 99, 654-666",hexagonal,4700.0,Mo Ru Fe Ir Os
Hibonite,Hibonite,Hibonite,CaAl12O19,CaAl12O19,CaAl_12_O_19_,CaAl_12_O_19_,CaAl<sub>12</sub>O<sub>19</sub>,CaAl<sub>12</sub>O<sub>19</sub>,Ca Al O,,R061069,2275,Madagascar,1956,Grandfathered|Approved,Plumboferrite,plumboferrite,"Curien H, Guillemin C, Orcel J, Sternberg M (1956) La hibonite, nouvelle espèce minérale, Comptes Rendus Hebdomadaires des Séances de l’Académie des Sciences 242, 2845-2847

Chemical formula changed from (Ca,Ce)(Al,Ti,Mg)_12_O_19_:
Miyawaki R, Hatert F, Pasero M, Mills S J (2019) IMA Commission on New Minerals, Nomenclature and Classification (CNMNC) Newsletter 50. New minerals and nomenclature modifications approved in 2019. Mineralogical Magazine 83, 615-620",hexagonal,4700.0,Ca Al O
Hutcheonite,Hutcheonite,Hutcheonite,Ca3Ti4+2(Al2Si)O12,Ca3Ti2(SiAl2)O12,Ca_3_Ti^4+^_2_(Al_2_Si)O_12_,Ca_3_Ti_2_(SiAl_2_)O_12_,Ca<sub>3</sub>Ti<sup>4+</sup><sub>2</sub>(Al<sub>2</sub>Si)O<sub>12</sub>,Ca<sub>3</sub>Ti<sub>2</sub>(SiAl<sub>2</sub>)O<sub>12</sub>,Ca Ti Si Al O,IMA2013-029,,6190,Mexico (meteorite),2013,Approved,Garnet, ,"Ma C, Krot A N (2014) Hutcheonite, Ca_3_Ti_2_(SiAl_2_)O_12_, a new garnet mineral from the Allende meteorite: An alteration phase in a Ca-Al-rich inclusion. American Mineralogist 99, 667-670",cubic,4567.61,Ca Ti^4+ Al Si O
Hydrobiotite,Hydrobiotite,Hydrobiotite,"K(Mg,Fe2+)6(Si,Al)8O20(OH)4·nH2O","K(Mg,Fe2+)6(Si,Al)8O20(OH)4·nH2O","K(Mg,Fe^2+^)_6_(Si,Al)_8_O_20_(OH)_4_·nH_2_O","K(Mg,Fe^2+^)_6_(Si,Al)_8_O_20_(OH)_4_·nH_2_O","K(Mg,Fe<sup>2+</sup>)<sub>6</sub>(Si,Al)<sub>8</sub>O<sub>20</sub>(OH)<sub>4</sub>·nH<sub>2</sub>O","K(Mg,Fe<sup>2+</sup>)<sub>6</sub>(Si,Al)<sub>8</sub>O<sub>20</sub>(OH)<sub>4</sub>·nH<sub>2</sub>O",K Mg Fe Si Al O H,,,2336,Czech Republic,1882,Approved|Redefined,Clay,smectite,"Schrauf A (1882) Beiträge zur kenntniss des associationskreises der magnesiasilicate, Zeitschrift für Krystallographie und Mineralogie 6, 321-388

Redefined:
Brindley G W, Zalba P E, Bethke C M (1983) Hydrobiotite, a regular 1 : 1 interstratification of biotite and vermiculite layers, American Mineralogist 68, 420-425",,4000.0,K Mg Fe^2+ Si Al O H
Ice,Ice,Ice,H2O,H2O,H_2_O,H_2_O,H<sub>2</sub>O,H<sub>2</sub>O,H O,,,2368,unknown,0,Grandfathered|Approved,Tridymite, ,Mineral name has been known since antiquity and predates any formal descriptive publication.,,4000.0,H O
Ilmenite,Ilmenite,Ilmenite,Fe2+Ti4+O3,Fe2+Ti4+O3,Fe^2+^Ti^4+^O_3_,Fe^2+^Ti^4+^O_3_,Fe<sup>2+</sup>Ti<sup>4+</sup>O<sub>3</sub>,Fe<sup>2+</sup>Ti<sup>4+</sup>O<sub>3</sub>,Fe Ti O,,R060149 R130214,2378,Russia,1827,Grandfathered|Approved,Corundum,ilmenite,"Kupffer A T (1827) Ilmenit, ein neues fossil (Sammt neuen spielarten des zirkon und gadolinit) aus Sibirien; beschrieben, Archiv für die Gesammte Naturlehre 10, 1-13",hexagonal,4567.61,Fe^2+ Ti^4+ O
Iron,Iron,Iron,Fe,Fe,Fe,Fe,Fe,Fe,Fe,,R070255,2487,unknown,0,Grandfathered|Approved,Iron,iron,Mineral name has been known since antiquity and predates any formal descriptive publication.,cubic,4700.0,Fe
Isocubanite,Isocubanite,Isocubanite,Cu1+Fe2+Fe3+S2-3,CuFe2S3,Cu^1+^Fe^2+^Fe^3+^S^2-^_3_,CuFe_2_S_3_,Cu<sup>1+</sup>Fe<sup>2+</sup>Fe<sup>3+</sup>S<sup>2-</sup><sub>3</sub>,CuFe<sub>2</sub>S<sub>3</sub>,Cu Fe S,IMA1983-E,R090050,2489,Pacific Ocean,1983,Approved,Sphalerite, ,"Caye R, Cervelle B, Cesbron F, Oudin E, Picot P, Pillard F (1988) Isocubanite, a new definition of the cubic polyporph of cubanite CuFe_2_S_3_, Mineralogical Magazine 52, 509-514",cubic,4620.0,Cu^1+ Fe^2+ Fe^3+ S^2-
Jalpaite,Jalpaite,Jalpaite,Ag1+3Cu1+S2-2,Ag3CuS2,Ag^1+^_3_Cu^1+^S^2-^_2_,Ag_3_CuS_2_,Ag<sup>1+</sup><sub>3</sub>Cu<sup>1+</sup>S<sup>2-</sup><sub>2</sub>,Ag<sub>3</sub>CuS<sub>2</sub>,Ag Cu S,,,2510,Mexico,1858,Grandfathered|Approved,Jalpaite, ,"Breithaupt A (1858) Beichreibung neuer mineralien 7. Jalpait, Berg- und Huttenmannische Zeitung 17, 85-86",tetragonal,4000.0,Ag^1+ Cu^1+ S^2-
Jarosite,Jarosite,Jarosite,KFe3+3(S6+O4)2(OH)6,KFe3+3(SO4)2(OH)6,KFe^3+^_3_(S^6+^O_4_)_2_(OH)_6_,KFe^3+^_3_(SO_4_)_2_(OH)_6_,KFe<sup>3+</sup><sub>3</sub>(S<sup>6+</sup>O<sub>4</sub>)<sub>2</sub>(OH)<sub>6</sub>,KFe<sup>3+</sup><sub>3</sub>(SO<sub>4</sub>)<sub>2</sub>(OH)<sub>6</sub>,K Fe S O H,,R060113 R060236 R070493,2519,Spain,1852,Approved|Redefined,Alunite-Alunite,alunite-jarosite-jarosite subgroup,"Breithaupt J F A (1852) Jarosit, jarosites kalicus, Berg- und Huttenmannische Zeitung 11, 68-69",hexagonal,4000.0,K Fe^3+ S^6+ O H
Kaitianite,Kaitianite,Kaitianite,Ti3+2Ti4+O5,Ti3+2Ti4+O5,Ti^3+^_2_Ti^4+^O_5_,Ti^3+^_2_Ti^4+^O_5_,Ti<sup>3+</sup><sub>2</sub>Ti<sup>4+</sup>O<sub>5</sub>,Ti<sup>3+</sup><sub>2</sub>Ti<sup>4+</sup>O<sub>5</sub>,Ti O,IMA2017-078a,,6740,Mexico (meteorite),2018,Pending publication|Approved,Berdesinskiite, ,"Ma, C. (2017) Kaitianite, IMA 2017-078. CNMNC Newsletter No. 42, April 2018, page 450; Mineralogical Magazine, 82, 445–451",monoclinic,4567.61,Ti^3+ Ti^4+ O
Kamiokite,Kamiokite,Kamiokite,Fe2+2Mo4+3O8,Fe2+2Mo4+3O8,Fe^2+^_2_Mo^4+^_3_O_8_,Fe^2+^_2_Mo^4+^_3_O_8_,Fe<sup>2+</sup><sub>2</sub>Mo<sup>4+</sup><sub>3</sub>O<sub>8</sub>,Fe<sup>2+</sup><sub>2</sub>Mo<sup>4+</sup><sub>3</sub>O<sub>8</sub>,Fe Mo O,IMA1975-003,,2586,Japan,1975,Approved,Nolanite, ,"Picot D, Johan Z (1977) Kamiokite. Atlas des Minéraux Métalliques, Mémoires du Bureau de Recherches Géologiques et Minières 90-1977, 219-219",hexagonal,4567.61,Fe^2+ Mo^4+ O
