"Mineral Name","Mineral Name (plain)","Mineral Name (HTML)","RRUFF Chemistry (plain)","IMA Chemistry (plain)","RRUFF Chemistry (concise)","IMA Chemistry (concise)","RRUFF Chemistry (HTML)","IMA Chemistry (HTML)","Chemistry Elements","IMA Number","RRUFF IDs","Database ID","Country of Type Locality","Year First Published","IMA Status","Structural Groupname","Fleischers Groupname","Status Notes","Crystal Systems","Oldest Known Age (Ma)","Valence Elements"
"Khibinskite","Khibinskite","Khibinskite","K2Zr4+Si2O7","K2ZrSi2O7","K_2_Zr^4+^Si_2_O_7_","K_2_ZrSi_2_O_7_","K<sub>2</sub>Zr<sup>4+</sup>Si<sub>2</sub>O<sub>7</sub>","K<sub>2</sub>ZrSi<sub>2</sub>O<sub>7</sub>","K Zr Si O","IMA1973-014","","2641","Russia","1973","Approved"," "," ","Khomyakov A P, Voronkov A A, Lebedeva S I, Bykov V P, Yurkiva K V (1974) Khibinskite, K_2_ZrSi_2_O_7_, a new mineral, Zapiski Vsesoyuznogo Mineralogicheskogo Obshchestva 103(1), 110-116","monoclinic","413.6","K Zr^4+ Si O"
"Khmaralite","Khmaralite","Khmaralite","Mg4(Mg3Al9)O4[Si5Be2Al5O36]","Mg4(Mg3Al9)O4[Si5Be2Al5O36]","Mg_4_(Mg_3_Al_9_)O_4_[Si_5_Be_2_Al_5_O_36_]","Mg_4_(Mg_3_Al_9_)O_4_[Si_5_Be_2_Al_5_O_36_]","Mg<sub>4</sub>(Mg<sub>3</sub>Al<sub>9</sub>)O<sub>4</sub>[Si<sub>5</sub>Be<sub>2</sub>Al<sub>5</sub>O<sub>36</sub>]","Mg<sub>4</sub>(Mg<sub>3</sub>Al<sub>9</sub>)O<sub>4</sub>[Si<sub>5</sub>Be<sub>2</sub>Al<sub>5</sub>O<sub>36</sub>]","Mg Al O Si Be","IMA1998-027","","2643","Antarctica","1998","Approved","Sapphirine","aenigmatite","Barbier J, Grew E S, Moore P B, Su S (1999) Khmaralite, a new beryllium-bearing mineral related to sapphirine: a superstructure resulting from partial ordering of Be, Al, and Si on tetrahedral sites, American Mineralogist 84, 1650-1660

Chemical formula revised:
Grew E S, Hålenius U, Pasero M, Barbier J (2008) Recommended nomenclature for the sapphirine and surinamite group (sapphirine supergroup), Mineralogical Magazine 72, 839-876","monoclinic","2485","Mg Al O Si Be"
"Khomyakovite","Khomyakovite","Khomyakovite","Na12Ca6Sr3Fe2+3W6+Zr4+3(Si25O73)(O,OH,H2O)3(Cl,OH)2","Na12Sr3Ca6Fe3Zr3W(Si25O73)(O,OH,H2O)3(Cl,OH)2","Na_12_Ca_6_Sr_3_Fe^2+^_3_W^6+^Zr^4+^_3_(Si_25_O_73_)(O,OH,H_2_O)_3_(Cl,OH)_2_","Na_12_Sr_3_Ca_6_Fe_3_Zr_3_W(Si_25_O_73_)(O,OH,H_2_O)_3_(Cl,OH)_2_","Na<sub>12</sub>Ca<sub>6</sub>Sr<sub>3</sub>Fe<sup>2+</sup><sub>3</sub>W<sup>6+</sup>Zr<sup>4+</sup><sub>3</sub>(Si<sub>25</sub>O<sub>73</sub>)(O,OH,H<sub>2</sub>O)<sub>3</sub>(Cl,OH)<sub>2</sub>","Na<sub>12</sub>Sr<sub>3</sub>Ca<sub>6</sub>Fe<sub>3</sub>Zr<sub>3</sub>W(Si<sub>25</sub>O<sub>73</sub>)(O,OH,H<sub>2</sub>O)<sub>3</sub>(Cl,OH)<sub>2</sub>","Na Sr Ca Fe Zr W Si O H Cl","IMA1998-042","","2644","Canada","1998","Approved","Eudialyte","eudialyte","Johnsen O, Gault R A, Grice J D, Ercit T S (1999) Khomyakovite and manganokhomyakovite, two new members of the eudialyte group from Mont Saint-Hilaire, Quebec, Canada, The Canadian Mineralogist 37, 893-899","hexagonal","124","Na Ca Sr Fe^2+ W^6+ Zr^4+ Si O H Cl"
"Khorixasite","Khorixasite","Khorixasite","(Bi3+0.67[box]0.33)Cu2+(V5+O4)(OH)","(Bi0.67[box]0.33)Cu(VO4)(OH)","(Bi^3+^_0.67_[box]_0.33_)Cu^2+^(V^5+^O_4_)(OH)","(Bi_0.67_[box]_0.33_)Cu(VO_4_)(OH)","(Bi<sup>3+</sup><sub>0.67</sub><span style=""border: 1px solid #333; font-size:7px;"">   </span><sub>0.33</sub>)Cu<sup>2+</sup>(V<sup>5+</sup>O<sub>4</sub>)(OH)","(Bi<sub>0.67</sub><span style=""border: 1px solid #333; font-size:7px;"">   </span><sub>0.33</sub>)Cu(VO<sub>4</sub>)(OH)","Bi Cu V O H","IMA2016-048","","6576","Namibia","2016","Pending publication|Approved","Descloizite"," ","Mills, S.J., Christy, A.G., Birch,W. D., Bourgoin, V. and Boulliard, J.-C. (2016) Khorixasite, IMA 2016-048. CNMNC Newsletter No. 33, October 2016, page 1139; Mineralogical Magazine, 80, 1135–1144","monoclinic","900","Bi^3+ Cu^2+ V^5+ O H"
"Khrenovite","Khrenovite","Khrenovite","Na3Fe3+2(As5+O4)3","Na3Fe3+2(AsO4)3","Na_3_Fe^3+^_2_(As^5+^O_4_)_3_","Na_3_Fe^3+^_2_(AsO_4_)_3_","Na<sub>3</sub>Fe<sup>3+</sup><sub>2</sub>(As<sup>5+</sup>O<sub>4</sub>)<sub>3</sub>","Na<sub>3</sub>Fe<sup>3+</sup><sub>2</sub>(AsO<sub>4</sub>)<sub>3</sub>","Na Fe As O","IMA2017-105","","6731","Russia","2018","Pending publication|Approved","Alluaudite"," ","Pekov, I.V., Koshlyakova, N.N., Belakovskiy, D.I., Vigasina, M.F., Zubkova, N.V., Agakhanov, A.A., Britvin, S.N., Sidorov, E.G. and Pushcharovsky, D.Y. (2018) Khrenovite, IMA 2017-105. CNMNC Newsletter No. 42, April 2018, page 448; Mineralogical Magazine, 82, 445–451","monoclinic","3.6E-5","Na Fe^3+ As^5+ O"
"Khristovite-(Ce)","Khristovite-(Ce)","Khristovite-(Ce)","CaCe3+(MgAlMn2+)(Si2O7)(SiO4)F(OH)","CaCe(MgAlMn2+)[Si2O7][SiO4]F(OH)","CaCe^3+^(MgAlMn^2+^)(Si_2_O_7_)(SiO_4_)F(OH)","CaCe(MgAlMn^2+^)[Si_2_O_7_][SiO_4_]F(OH)","CaCe<sup>3+</sup>(MgAlMn<sup>2+</sup>)(Si<sub>2</sub>O<sub>7</sub>)(SiO<sub>4</sub>)F(OH)","CaCe(MgAlMn<sup>2+</sup>)[Si<sub>2</sub>O<sub>7</sub>][SiO<sub>4</sub>]F(OH)","Ca Ce Mg Al Mn Si O F H","IMA1991-055","","2645","Kyrgyzstan","1991","Approved","dollaseite","epidote","Pautov L A, Khorov P V, Ignatenko K I, Sokolova E V, Nadezhina T N (1993) Khristovite-(Ce), (Ca,REE)REE(Mg,Fe)AlMnSi_3_O_11_(OH)(F,O), a new mineral of the epidote group, Zapiski Vserossijskogo Mineralogicheskogo Obshchestva 122(3), 103-111","monoclinic","510","Ca Ce^3+ Mg Al Mn^2+ Si O F H"
"Khurayyimite","Khurayyimite","Khurayyimite","Ca7Zn2+4(Si2O7)2(OH)10·4H2O","Ca7Zn4(Si2O7)2(OH)10·4H2O","Ca_7_Zn^2+^_4_(Si_2_O_7_)_2_(OH)_10_·4H_2_O","Ca_7_Zn_4_(Si_2_O_7_)_2_(OH)_10_·4H_2_O","Ca<sub>7</sub>Zn<sup>2+</sup><sub>4</sub>(Si<sub>2</sub>O<sub>7</sub>)<sub>2</sub>(OH)<sub>10</sub>·4H<sub>2</sub>O","Ca<sub>7</sub>Zn<sub>4</sub>(Si<sub>2</sub>O<sub>7</sub>)<sub>2</sub>(OH)<sub>10</sub>·4H<sub>2</sub>O","Ca Zn Si O H","IMA2018-140","","6871","Jordan","2019","Pending publication|Approved"," "," ","Galuskina, I.O., Kru¨ger, B., Galuskin, E.V., Vapnik, Y. and Murashko, M. (2019) Khurayyimite, IMA 2018-140. CNMNC Newsletter No. 48, April 2019, page 401; European Journal of Mineralogy, 31, 399–402","monoclinic","","Ca Zn^2+ Si O H"
"Khvorovite","Khvorovite","Khvorovite","Pb2+4Ca2[Si8B2(SiB)O28]F","Pb4Ca2[Si8B2(SiB)O28]F","Pb^2+^_4_Ca_2_[Si_8_B_2_(SiB)O_28_]F","Pb_4_Ca_2_[Si_8_B_2_(SiB)O_28_]F","Pb<sup>2+</sup><sub>4</sub>Ca<sub>2</sub>[Si<sub>8</sub>B<sub>2</sub>(SiB)O<sub>28</sub>]F","Pb<sub>4</sub>Ca<sub>2</sub>[Si<sub>8</sub>B<sub>2</sub>(SiB)O<sub>28</sub>]F","Pb Ca Si B O F","IMA2014-050","","6347","Tajikistan","2014","Approved","Hyalotekite"," ","Pautov L A, Agakhanov A A, Sokolova E, Hawthorne F C, Karpenko V Y, Siidra O I, Garanin V K, Abdu Y A (2015) Khvorovite, Pb^2+^_4_Ca_2_[Si_8_B_2_(SiB)O_28_]F, a new hyalotekite-group mineral from the Darai-Pioz alkaline massif, Tajikistan: description and crystal structure. Mineralogical Magazine 79, 949-963","triclinic","359","Pb^2+ Ca Si B O F"
"Kiddcreekite","Kiddcreekite","Kiddcreekite","Cu6WSnS8","Cu6WSnS8","Cu_6_WSnS_8_","Cu_6_WSnS_8_","Cu<sub>6</sub>WSnS<sub>8</sub>","Cu<sub>6</sub>WSnS<sub>8</sub>","Cu W Sn S","IMA1982-106","","2646","Canada","1982","Approved"," "," ","Harris D C, Roberts A C, Thorpe R I, Criddle A J, Stanley C J (1984) Kiddcreekite, a new mineral species from the Kidd Creek mine, Timmins, Ontario and from the Campbell orebody, Bisbee, Arizona, The Canadian Mineralogist 22, 227-232","cubic","2716","Cu W Sn S"
"Kieftite","Kieftite","Kieftite","CoSb3","CoSb3","CoSb_3_","CoSb_3_","CoSb<sub>3</sub>","CoSb<sub>3</sub>","Co Sb","IMA1991-052","","2648","Sweden","1991","Approved","Skutterudite","skutterudite","Dobbe R T M, Lustenhouwer W J, Zakrzewski M A (1994) Kieftite, CoSb_3_, a new member of the skutterudite group from Tunaberg, Sweden, The Canadian Mineralogist 32, 179-183","cubic","1924","Co Sb"
"Kihlmanite-(Ce)","Kihlmanite-(Ce)","Kihlmanite-(Ce)","Ce3+2Ti4+O2(SiO4)(HCO3)2·H2O","Ce2TiO2(SiO4)(HCO3)2(H2O)","Ce^3+^_2_Ti^4+^O_2_(SiO_4_)(HCO_3_)_2_·H_2_O","Ce_2_TiO_2_(SiO_4_)(HCO_3_)_2_(H_2_O)","Ce<sup>3+</sup><sub>2</sub>Ti<sup>4+</sup>O<sub>2</sub>(SiO<sub>4</sub>)(HCO<sub>3</sub>)<sub>2</sub>·H<sub>2</sub>O","Ce<sub>2</sub>TiO<sub>2</sub>(SiO<sub>4</sub>)(HCO<sub>3</sub>)<sub>2</sub>(H<sub>2</sub>O)","Ce Ti O Si H C","IMA2012-081","","6137","Russia","2012","Approved","Tundrite"," ","Yakovenchuk V N, Krivovichev S V, Ivanyuk G Y, Pakhomovsky Y A, Selivanova E A, Zhitova E A, Kalashnikova G O, Zolotarev A A, Mikhailova J A, Kadyrova G I (2014) Kihlmanite-(Ce), Ce_2_TiO_2_[SiO_4_](HCO_3_)_2_(H_2_O), a new rare-earth mineral from the pegmatites of the Khibiny alkaline massif, Kola Peninsula, Russia. Mineralogical Magazine 78, 483-496","triclinic","413.6","Ce^3+ Ti^4+ O Si H C"
"Kilchoanite","Kilchoanite","Kilchoanite","Ca6(SiO4)(Si3O10)","Ca6(SiO4)(Si3O10)","Ca_6_(SiO_4_)(Si_3_O_10_)","Ca_6_(SiO_4_)(Si_3_O_10_)","Ca<sub>6</sub>(SiO<sub>4</sub>)(Si<sub>3</sub>O<sub>10</sub>)","Ca<sub>6</sub>(SiO<sub>4</sub>)(Si<sub>3</sub>O<sub>10</sub>)","Ca Si O","","","2650","United Kingdom","1961","Grandfathered|Approved"," "," ","Agrell S O, Gay P (1961) Kilchoanite, a polymorph of rankinite, Nature 189, 743-743","orthorhombic","252","Ca Si O"
"Killalaite","Killalaite","Killalaite","Ca3.2[H0.6Si2O7](OH)","Ca6.4[H0.6Si2O7]2(OH)2","Ca_3.2_[H_0.6_Si_2_O_7_](OH)","Ca_6.4_[H_0.6_Si_2_O_7_]_2_(OH)_2_","Ca<sub>3.2</sub>[H<sub>0.6</sub>Si<sub>2</sub>O<sub>7</sub>](OH)","Ca<sub>6.4</sub>[H<sub>0.6</sub>Si<sub>2</sub>O<sub>7</sub>]<sub>2</sub>(OH)<sub>2</sub>","Ca H Si O","IMA1973-033","","2651","Ireland","1973","Approved"," "," ","Nawaz R (1974) Killalite, a new mineral from Co. Sligo, Ireland, Mineralogical Magazine 39, 544-548

Chemical formula revised:
Taylor H F W (1997) The crystal structure of killalaite, Mineralogical Magazine 41, 363-369","monoclinic","3","Ca H Si O"
"Kimuraite-(Y)","Kimuraite-(Y)","Kimuraite-(Y)","CaY2(CO3)4·6H2O","CaY2(CO3)4·6H2O","CaY_2_(CO_3_)_4_·6H_2_O","CaY_2_(CO_3_)_4_·6H_2_O","CaY<sub>2</sub>(CO<sub>3</sub>)<sub>4</sub>·6H<sub>2</sub>O","CaY<sub>2</sub>(CO<sub>3</sub>)<sub>4</sub>·6H<sub>2</sub>O","Ca Y C O H","IMA1984-073","R050586","2653","Japan","1984","Approved","Tengerite"," ","Nagashima K, Miyawaki R, Takase J, Nakai I, Sakurai K, Matsubara S, Kato A, Iwano S (1986) Kimuraite, CaY_2_(CO_3_)_4_·6H_2_O, a new mineral from fissures in an alkali olivine basalt from Saga Prefecture, Japan, and new data on lokkaite, American Mineralogist 71, 1028-1033

Name changed from kimuraite to kimuraite-(Y):
Nickel E H, Mandarino J A (1987) Procedures involving the IMA Commission on New Minerals and Mineral Names and guidelines on mineral nomenclature, American Mineralogist 72, 1031-1042","orthorhombic","1890","Ca Y C O H"
"Kimzeyite","Kimzeyite","Kimzeyite","Ca3Zr4+2(Al2Si)O12","Ca3Zr2(SiAl2)O12","Ca_3_Zr^4+^_2_(Al_2_Si)O_12_","Ca_3_Zr_2_(SiAl_2_)O_12_","Ca<sub>3</sub>Zr<sup>4+</sup><sub>2</sub>(Al<sub>2</sub>Si)O<sub>12</sub>","Ca<sub>3</sub>Zr<sub>2</sub>(SiAl<sub>2</sub>)O<sub>12</sub>","Ca Zr Si Al O","","R060148","2654","USA","1961","Approved","Garnet","garnet","Milton C, Blade L V (1958) Preliminary note on kimzeyite, a new zirconium garnet. Science 127, 1343-1343

Chemical formula changed from Ca_3_(Zr,Ti)_2_(Si,Al,Fe^3+^)_3_O_12_:
Grew E S, Locock A J, Mills S J, Galuskina I O, Galuskin E V, Hålenius U (2013) Nomenclature of the garnet supergroup. American Mineralogist 98, 785-811","cubic","608.4","Ca Zr^4+ Al Si O"
"Kingsgateite","Kingsgateite","Kingsgateite","Zr4+Mo6+2O7(OH)2·2H2O","ZrMo6+2O7(OH)2·2H2O","Zr^4+^Mo^6+^_2_O_7_(OH)_2_·2H_2_O","ZrMo^6+^_2_O_7_(OH)_2_·2H_2_O","Zr<sup>4+</sup>Mo<sup>6+</sup><sub>2</sub>O<sub>7</sub>(OH)<sub>2</sub>·2H<sub>2</sub>O","ZrMo<sup>6+</sup><sub>2</sub>O<sub>7</sub>(OH)<sub>2</sub>·2H<sub>2</sub>O","Zr Mo O H","IMA2019-048","","6936","Australia","2019","Pending publication|Approved"," "," ","Elliott P. and Kampf A.R. (2019) Kingsgateite, IMA 2019-048. CNMNC Newsletter No. 51; Mineralogical Magazine, 83, doi: 10.1180/mgm.2019.58","tetragonal","","Zr^4+ Mo^6+ O H"
"Kingstonite","Kingstonite","Kingstonite","Rh3S4","Rh3S4","Rh_3_S_4_","Rh_3_S_4_","Rh<sub>3</sub>S<sub>4</sub>","Rh<sub>3</sub>S<sub>4</sub>","Rh S","IMA1993-046","","5403","Ethiopia","1993","Approved","Kingstonite"," ","Stanley C J, Criddle A J, Spratt J, Roberts A C, Szymański J T, Welch M D (2005) Kingstonite, (Rh,Ir,Pt)_3_S_4_, a new mineral species from Yubdo, Ethiopia, Mineralogical Magazine 69, 447-453","monoclinic","","Rh S"
"Kinoshitalite","Kinoshitalite","Kinoshitalite","BaMg3(Si2Al2)O10(OH)2","BaMg3(Si2Al2O10)(OH)2","BaMg_3_(Si_2_Al_2_)O_10_(OH)_2_","BaMg_3_(Si_2_Al_2_O_10_)(OH)_2_","BaMg<sub>3</sub>(Si<sub>2</sub>Al<sub>2</sub>)O<sub>10</sub>(OH)<sub>2</sub>","BaMg<sub>3</sub>(Si<sub>2</sub>Al<sub>2</sub>O<sub>10</sub>)(OH)<sub>2</sub>","Ba Mg Si Al O H","IMA1973-011","R070656","2659","Japan","1973","Approved","Clay","mica-brittle micas","Yoshii M, Maeda K, Kato T, Watanabe T, Yui S, Kato A, Nagashima K (1973) Kinoshitalite, a new mineral from the Noda-Tamagawa mine, Iwate Prefecture, Chigaku Kenkyu 24, 181-190","monoclinic","2100","Ba Mg Si Al O H"
"Kircherite","Kircherite","Kircherite","(Na5Ca2K)(Si6Al6O24)(S6+O4)2·0.33H2O","[Na5Ca2K](Si6Al6O24)(SO4)2·0.33H2O","(Na_5_Ca_2_K)(Si_6_Al_6_O_24_)(S^6+^O_4_)_2_·0.33H_2_O","[Na_5_Ca_2_K](Si_6_Al_6_O_24_)(SO_4_)_2_·0.33H_2_O","(Na<sub>5</sub>Ca<sub>2</sub>K)(Si<sub>6</sub>Al<sub>6</sub>O<sub>24</sub>)(S<sup>6+</sup>O<sub>4</sub>)<sub>2</sub>·0.33H<sub>2</sub>O","[Na<sub>5</sub>Ca<sub>2</sub>K](Si<sub>6</sub>Al<sub>6</sub>O<sub>24</sub>)(SO<sub>4</sub>)<sub>2</sub>·0.33H<sub>2</sub>O","Na Ca K Si Al O S H","IMA2009-084","","5813","Italy","2009","Approved","Cancrinite"," ","Cámara F, Bellatreccia F, Della Ventura G, Gunter M E, Sebastiani M, Cavallo A (2012) Kircherite, a new mineral of the cancrinite-sodalite group with a 36-layer stacking sequence: Occurrence and crystal structure, American Mineralogist 97, 1494-1504","hexagonal","","Na Ca K Si Al O S^6+ H"
"Kirchhoffite","Kirchhoffite","Kirchhoffite","CsBSi2O6","CsBSi2O6","CsBSi_2_O_6_","CsBSi_2_O_6_","CsBSi<sub>2</sub>O<sub>6</sub>","CsBSi<sub>2</sub>O<sub>6</sub>","Cs B Si O","IMA2009-094","","5825","Tajikistan","2009","Approved"," "," ","Agakhanov A A, Pautov L A, Karpenko V Y, Sokolova E, Hawthorne F C, (2012) Kirchhoffite, CsBSi<sub>2</sub>O<sub>6</sub>, a new mineral species from the Darai-Pioz Alkaline Massif, Tajikistan: Description and crystal structure, The Canadian Mineralogist 50, 523-529","tetragonal","359","Cs B Si O"
"Kirkiite","Kirkiite","Kirkiite","Pb2+10Bi3+3As3+3S2-19","Pb10Bi3As3S19","Pb^2+^_10_Bi^3+^_3_As^3+^_3_S^2-^_19_","Pb_10_Bi_3_As_3_S_19_","Pb<sup>2+</sup><sub>10</sub>Bi<sup>3+</sup><sub>3</sub>As<sup>3+</sup><sub>3</sub>S<sup>2-</sup><sub>19</sub>","Pb<sub>10</sub>Bi<sub>3</sub>As<sub>3</sub>S<sub>19</sub>","Pb Bi As S","IMA1984-030","","2662","Greece","1984","Approved"," "," ","Moëlo Y, Oudin E, Makovicky E, Karup-Møller S, Pillard F, Bornuat M, Evanghelou E (1985) La kirkiite, Pb_10_Bi_3_As_3_S_19_, une nouvelle espèce minérale homologue de la jordanite, Bulletin de Minéralogie 108, 667-677","monoclinic","","Pb^2+ Bi^3+ As^3+ S^2-"
"Kirschsteinite","Kirschsteinite","Kirschsteinite","CaFe2+SiO4","CaFe2+(SiO4)","CaFe^2+^SiO_4_","CaFe^2+^(SiO_4_)","CaFe<sup>2+</sup>SiO<sub>4</sub>","CaFe<sup>2+</sup>(SiO<sub>4</sub>)","Ca Fe Si O","","R070266","2663","Democratic Republic of the Congo","1957","Grandfathered|Approved","Olivine","olivine","Sahama T G, Hytönen K (1957) Kirschsteinite, a natural analogue to synthetic iron monticellite, from the Belgian Congo, Mineralogical Magazine 31, 698-699","orthorhombic","4568.5","Ca Fe^2+ Si O"
"Kishonite","Kishonite","Kishonite","VH2","VH2","VH_2_","VH_2_","VH<sub>2</sub>","VH<sub>2</sub>","V H","IMA2020-023","","7033","Israel","2020","Approved"," "," ","Bindi L, Cámara F, Gain S E M, Griffin W L, Huang J, Saunders M, Toledo V (2020) Kishonite, VH_2_, and oreillyite, Cr_2_N, two new minerals from the corundum xenocrysts of Mt Carmel, Northern Israel. Minerals 10, 1118","cubic","","V H"
"Kitagohaite","Kitagohaite","Kitagohaite","Pt7Cu","Pt7Cu","Pt_7_Cu","Pt_7_Cu","Pt<sub>7</sub>Cu","Pt<sub>7</sub>Cu","Pt Cu","IMA2013-114","","6273","Democratic Republic of the Congo","2013","Approved"," "," ","Cabral A R, Skála R, Vymazalová A, Kallistová A, Lehmann B, Jedwab J, Sidorinová T (2014) Kitagohaite, Pt_7_Cu, a new mineral from the Lubero region, North Kivu, Democratic Republic of the Congo. Mineralogical Magazine 78, 739-745","cubic","1983","Pt Cu"
"Kitkaite","Kitkaite","Kitkaite","NiTeSe","NiTeSe","NiTeSe","NiTeSe","NiTeSe","NiTeSe","Ni Te Se","","","2664","Finland","1965","Approved","Melonite","melonite","Häkli T A, Vuorelainen Y, Sahama G Th (1965) Kitkaite (NiTeSe), a new mineral from Kuusamo, northeast Finland, American Mineralogist 50, 581-586","hexagonal","2100","Ni Te Se"
"Kleberite","Kleberite","Kleberite","Fe3+Ti4+6O11(OH)5","Fe3+Ti6O11(OH)5","Fe^3+^Ti^4+^_6_O_11_(OH)_5_","Fe^3+^Ti_6_O_11_(OH)_5_","Fe<sup>3+</sup>Ti<sup>4+</sup><sub>6</sub>O<sub>11</sub>(OH)<sub>5</sub>","Fe<sup>3+</sup>Ti<sub>6</sub>O<sub>11</sub>(OH)<sub>5</sub>","Fe Ti O H","IMA2012-023","","6082","Germany","2012","Approved","Tivanite"," ","Mineral named and described without IMA approval:
Bautsch H J, Rohde G, Sedlacek P, Zedler A (1978) Kleberit - ein neues Eisen-Titan-Oxidmineral aus tertiären Sanden. Zeitschrift für Geologische Wissenschaften 6, 661-671

Grey I E, Steinike K, MacRae C M (2013) Kleberite, Fe^3+^Ti_6_O_11_(OH)_5_, a new ilmenite alteration product, from Königshain, northeast Germany, Mineralogical Magazine 77, 45-55","monoclinic","145.5","Fe^3+ Ti^4+ O H"
"Klöchite","Klochite","Kl&#246;chite","(Fe2+Fe3+)[box]2KZn2+3(Si12O30)","(Fe2+Fe3+)[box]2KZn3(Si12O30)","(Fe^2+^Fe^3+^)[box]_2_KZn^2+^_3_(Si_12_O_30_)","(Fe^2+^Fe^3+^)[box]_2_KZn_3_(Si_12_O_30_)","(Fe<sup>2+</sup>Fe<sup>3+</sup>)<span style=""border: 1px solid #333; font-size:7px;"">   </span><sub>2</sub>KZn<sup>2+</sup><sub>3</sub>(Si<sub>12</sub>O<sub>30</sub>)","(Fe<sup>2+</sup>Fe<sup>3+</sup>)<span style=""border: 1px solid #333; font-size:7px;"">   </span><sub>2</sub>KZn<sub>3</sub>(Si<sub>12</sub>O<sub>30</sub>)","Fe K Zn Si O","IMA2007-054","","5654","Austria","2007","Approved","Milarite"," ","Bojar H-P, Walter F, Hauzenberger C, Postl W (2011) Klöchite, K[box]_2_(Fe^2+^Fe^3+^)Zn_3_[Si_12_O_30_], a new milarite-type mineral species from the Klöch volcano, Styria, Austria. The Canadian Mineralogist 49, 1115-1124","hexagonal","","Fe^2+ Fe^3+ K Zn^2+ Si O"
"Klockmannite","Klockmannite","Klockmannite","Cu5.2Se6","Cu5.2Se6","Cu_5.2_Se_6_","Cu_5.2_Se_6_","Cu<sub>5.2</sub>Se<sub>6</sub>","Cu<sub>5.2</sub>Se<sub>6</sub>","Cu Se","","R070658","2670","Argentina","1928","Grandfathered|Approved"," "," ","Ramdohr P (1928) Klockmannit, ein neues natürliches kupferselenid, Centralblatt fur Mineralogie, Geologie und Palaontologie 1928, 225-232","hexagonal","2716","Cu Se"
"Knasibfite","Knasibfite","Knasibfite","K3Na4(SiF6)3(BF4)","K3Na4(SiF6)3(BF4)","K_3_Na_4_(SiF_6_)_3_(BF_4_)","K_3_Na_4_(SiF_6_)_3_(BF_4_)","K<sub>3</sub>Na<sub>4</sub>(SiF<sub>6</sub>)<sub>3</sub>(BF<sub>4</sub>)","K<sub>3</sub>Na<sub>4</sub>(SiF<sub>6</sub>)<sub>3</sub>(BF<sub>4</sub>)","K Na Si F B","IMA2006-042","","5594","Italy","2006","Approved"," "," ","Demartin F, Gramaccioli C M, Campostrini I, Orlandi P (2008) Knasibfite, K_3_Na_4_[SiF_6_]_3_[BF_4_], a new hexafluorosilicate-tetrafluoroborate from La Fossa Crater, Vulcano, Aeolian Islands, Italy, The Canadian Mineralogist 46, 447-453","orthorhombic","","K Na Si F B"
"Knorringite","Knorringite","Knorringite","Mg3Cr3+2(SiO4)3","Mg3Cr2(SiO4)3","Mg_3_Cr^3+^_2_(SiO_4_)_3_","Mg_3_Cr_2_(SiO_4_)_3_","Mg<sub>3</sub>Cr<sup>3+</sup><sub>2</sub>(SiO<sub>4</sub>)<sub>3</sub>","Mg<sub>3</sub>Cr<sub>2</sub>(SiO<sub>4</sub>)<sub>3</sub>","Mg Cr Si O","IMA1968-010","","2673","Lesotho","1968","Approved","Garnet","garnet","Nixon P H, Hornung G (1968) A new chromium garnet end member, knorringite, from Kimberlite, American Mineralogist 53, 1833-1840","cubic","388","Mg Cr^3+ Si O"
"Koashvite","Koashvite","Koashvite","Na6CaTi4+Si6O18","Na6CaTiSi6O18","Na_6_CaTi^4+^Si_6_O_18_","Na_6_CaTiSi_6_O_18_","Na<sub>6</sub>CaTi<sup>4+</sup>Si<sub>6</sub>O<sub>18</sub>","Na<sub>6</sub>CaTiSi<sub>6</sub>O<sub>18</sub>","Na Ca Ti Si O","IMA1973-026","","2674","Russia","1973","Approved","Lovozerite-Koashvite","lovozerite","Kapustin Y L, Pudovkina Z V, Bykova A V, Lyubomilova G V (1974) Koashvite, a new mineral, Zapiski Vsesoyuznogo Mineralogicheskogo Obshchestva 103(5), 559-566","orthorhombic","413.6","Na Ca Ti^4+ Si O"
"Kobeite-(Y)","Kobeite-(Y)","Kobeite-(Y)","(Y3+,U6+,U4+)(Ti4+,Nb5+)2(O,OH)6","(Y,U)(Ti,Nb)2(O,OH)6 (?)","(Y^3+^,U^6+^,U^4+^)(Ti^4+^,Nb^5+^)_2_(O,OH)_6_","(Y,U)(Ti,Nb)_2_(O,OH)_6_ (?)","(Y<sup>3+</sup>,U<sup>6+</sup>,U<sup>4+</sup>)(Ti<sup>4+</sup>,Nb<sup>5+</sup>)<sub>2</sub>(O,OH)<sub>6</sub>","(Y,U)(Ti,Nb)<sub>2</sub>(O,OH)<sub>6</sub> (?)","Y U Ti Nb O H","IMA1987 s.p.","","5033","Japan","1950","Approved|Renamed"," ","columbite-euxenite-euxenite subgroup","Takubo J, Ukai Y, Minato T (1950) Studies on the minerals containing rare elements (Part II) A new mineral found in Kobe-mura, Kyoto Prefecture, Japan, Chishitsugaku Zasshi 56, 509-513

Name changed from kobeite:
Nickel E H, Mandarino J A (1987) Procedures involving the IMA Commission on New Minerals and Mineral Names and guidelines on mineral nomenclature, American Mineralogist 72, 1031-1042","","602","Y^3+ U^6+ U^4+ Ti^4+ Nb^5+ O H"
