COD_ID,SMI,a,siga,b,sigb,c,sigc,alpha,sigalpha,beta,sigbeta,gamma,siggamma,vol,sigvol,celltemp,sigcelltemp,diffrtemp,sigdiffrtemp,cellpressure,sigcellpressure,diffrpressure,sigdiffrpressure,thermalhist,pressurehist,compoundsource,nel,sg,sgHall,commonname,chemname,formula,calcformula,cellformula,Z,Zprime,acce_code,authors,title,journal,year,volume,issue,firstpage,lastpage,doi,method,radiation,wavelength,radType,radSymbol,Rall,Robs,Rref,wRall,wRobs,wRref,RFsqd,RI,gofall,gofobs,gofgt,gofref,duplicateof,optimal,status,flags,svnrevision,date,time,onhold,Mineral Name,IMA Chemistry (plain),IMA Chemistry (concise),Chemistry Elements,IMA Number,IMA Status,Structural Groupname,Crystal Systems,Oldest Known Age (Ma),Valence Elements
9009004,[Ba+2].[F-].[F-],6.2001,,6.2001,,6.2001,,90.0,,90.0,,90.0,,238.34,,,,,,,,,,,,,2.0,F m -3 m,-F 4 2 3,,,- Ba F2 -,- Ba4 F8 -,- Ba4 F8 -,,,,"Wyckoff, R. W. G.","Second edition. Interscience Publishers, New York, New York Fluorite structure",Crystal Structures,1963.0,1.0,,239,444,,,,,,,,,,,,,,,,,,,,,,has coordinates,176725.0,2020-10-21,18:00:00,,Frankdicksonite,BaF2,BaF_2_,Ba F,IMA1974-015,Approved,Fluorite,cubic,246.9,Ba F
1011006,[Te-][Te-].[Fe+2],3.8489999999999998,,5.34,,6.26,,90.0,,90.0,,90.0,,128.7,,,,,,,,,,,,synthetic at 523 K,2.0,P m n n,-P 2n 2,,Iron telluride (1/2),- Fe Te2 -,- Fe Te2 -,- Fe2 Te4 -,2.0,0.25,,"Tengner, S","Ueber Diselenide und Ditelluride von Eisen, Kobalt und Nickel",Zeitschrift fuer Anorganische und Allgemeine Chemie,1938.0,239.0,,126,132,10.1002/zaac.19382390203,,,,,,,,,,,,,,,,,,,,,has coordinates,130149.0,2020-10-21,18:00:00,,Frohbergite,FeTe2,FeTe_2_,Fe Te,,Grandfathered|Approved,Marcasite,orthorhombic,4000.0,Fe Te
1010748,[Pb+2].[S-2],,,,,,,,,,,,,,,,,,,,,,,,,"from the Red Mountain, Colorado",2.0,,,,Lead sulfide,- Pb S -,,,,,,"Peacock, M A; Berry, L G",Roentgenographic observations on ore minerals,"University of Toronto Studies, Geological Series",1940.0,44.0,,47,69,,,,,,,,,,,,,,,,,,,,,,,77586.0,2020-10-21,18:00:00,,Galena,PbS,PbS,Pb S,,Grandfathered|Approved,Rocksalt,cubic,4000.0,Pb^2+ S^2-
9003076,[Fe+3].[O-2].[OH-],4.625,,9.99,,3.037,,90.0,,90.0,,90.0,,140.321,,,,,,,,0.0,,,,,3.0,P b n m,-P 2c 2ab,,,- Fe H O2 -,- Fe4 O8 -,- Fe4 O8 -,,,,"Nagai, T.; Kagi, H.; Yamanaka, T.",Variation of hydrogen bonded O...O distances in goethite at high pressure Sample at P = 0 GPa,American Mineralogist,2003.0,88.0,,1423,1427.0,,,,,,,,,,,,,,,,,,,,,,has coordinates,202019.0,2020-10-21,18:00:00,,Goethite,FeO(OH),FeO(OH),Fe O H,,Approved, ,orthorhombic,4620.0,Fe^3+ O H
1100138,[Au],4.07,0.01,4.07,0.01,4.07,0.01,90.0,,90.0,,90.0,,67.42,,,,,,,,,,,,,1.0,F m -3 m,-F 4 2 3,,Gold - 3C,- Au -,- Au -,- Au4 -,4.0,0.0208333,,J. Spreadborough; J. W. Christian,High-temperature X-ray diffractometer,Journal of Scientific Instruments,1959.0,36.0,,116,118,10.1088/0950-7671/36/3/302,,,,,,,,,,,,,,,,,,,,,has coordinates,201954.0,2020-10-21,18:00:00,,Gold,Au,Au,Au,,Grandfathered|Approved,Copper,cubic,4000.0,Au
1011054,[Cd+2].[S-2],4.15,,4.15,,6.737,,90.0,,90.0,,120.0,,100.5,,,,,,,,,,,,synthetic,2.0,P 63 m c,P 6c -2c,,Cadmium sulfide - α,- Cd S -,- Cd S -,- Cd2 S2 -,2.0,0.166667,,"Ulrich, F.; Zachariasen, W.","XIV. Über die Kristallstruktur des α- und β-CdS, sowie des Wurtzits","Zeitschrift fuer Kristallographie, Kristallgeometrie, Kristallphysik, Kristallchemie (-144,1977)",1925.0,62.0,1-6,260,273,10.1524/zkri.1925.62.1.260,,,,,,,,,,,,,,,,,,,,,has coordinates,200075.0,2020-10-21,18:00:00,,Greenockite,CdS,CdS,Cd S,,Grandfathered|Approved,Wurtzite,hexagonal,4000.0,Cd^2+ S^2-
1010990,[Li+].[F-],4.0280000000000005,0.002,4.0280000000000005,0.002,4.0280000000000005,0.002,90.0,,90.0,,90.0,,65.4,,,,,,,,,,,,,2.0,F m -3 m,-F 4 2 3,,Lithium fluoride,- F Li -,- F Li -,- F4 Li4 -,4.0,0.0208333,,"Ott, H","Die Strukturen von Mn O, Mn S, Ag F, Ni S, Sn I4, Sr Cl2, Ba F2, Praezisionsmessungen einiger Alkalihalogenide.","Zeitschrift fuer Kristallographie, Kristallgeometrie, Kristallphysik, Kristallchemie (-144,1977)",1926.0,63.0,,222,230,,,,,,,,,,,,,,,,,,,,,,has coordinates,130149.0,2020-10-21,18:00:00,,Griceite,LiF,LiF,Li F,IMA1986-043,Approved,Rocksalt,cubic,124.0,Li F
3500014,[Al+3].[Al+3].[Al+3].[Al+3].[Ca+2].[O-2].[O-2].[O-2].[O-2].[O-2].[O-2].[O-2],12.886,0.006,8.883,0.0012,5.4423,0.0027,90.0,,106.905,0.006,90.0,,596.0,0.4,295.0,,295.0,,,,,,,,synthetic,3.0,C 1 2/c 1,-C 2yc,Calcium dialuminate,tetraaluminium calcium heptaoxide,- Al4 Ca O7 -,- Al4 Ca O7 -,- Al16 Ca4 O28 -,4.0,0.5,,"Efremov, V. A.; Gutnikov, S. I.; Kartashov, A. A.; Lazoryak, B.I.",Average grossite crystal structure,Personal communication to COD,2012.0,,,,,,powder diffraction,x-ray,1.5406,CuKα~1~,,,,,,,,,,,,,,,,,has coordinates,180538.0,2020-10-21,18:00:00,,Grossite,CaAl4O7,CaAl_4_O_7_,Ca Al O,IMA1993-052,Approved, ,monoclinic,4700.0,Ca Al O
9009373,[Zn+2].S(=O)(=O)([O-])[O-].O,6.925,,7.591,,7.635,,90.0,,118.19,,90.0,,353.74800000000005,,,,,,,,,,,,,4.0,C 1 2/c 1,-C 2yc,,,- H2 O5 S Zn -,- H2 O5 S Zn -,- H8 O20 S4 Zn4 -,4.0,0.5,,"Wildner, M.; Giester, G.","The crystal structures of kieserite-type compounds. I. Crystal structures of Me(II)SO4*H2O (Me = Mn,Fe,Co,Ni,Zn) Locality: synthetic","Neues Jahrbuch fur Mineralogie, Monatshefte",1991.0,1991.0,,296,306,,,,,,,,,,,,,,,,,,,,,,has coordinates,200438.0,2020-10-21,18:00:00,,Gunningite,Zn(SO4)·H2O,Zn(SO_4_)·H_2_O,Zn S O H,,Approved,Kieserite,monoclinic,1861.0,Zn^2+ S^6+ O H
9014751,[Si].[Fe].[Fe].[Fe],5.644,,5.644,,5.644,,90.0,,90.0,,90.0,,179.78799999999998,,,,,,,,,,,,Synthetic,2.0,F m -3 m,-F 4 2 3,,,- Fe3 Si -,- Fe12 Si4 -,- Fe12 Si4 -,,,,"Kanematsu, K.","Stability of crystal structure of (Fe,V)3M and (Fe,Ni)3M (M=Si,Ge,Sn) and its analysis based on rigid band model",Transactions of the Japan Institute of Metals,1986.0,27.0,,225,232,10.2320/matertrans1960.27.225,,,,,,,,,,,,,,,,,,,,,has coordinates,201816.0,2020-10-21,18:00:00,,Gupeiite,Fe3Si,Fe_3_Si,Fe Si,IMA1983-087,Approved, ,cubic,320.0,Fe Si
1010981,[Ca]([OH2])[OH2].S(=O)(=O)([O-])[O-],10.47,,15.15,,6.51,,90.0,,151.55,,90.0,,491.9,,,,,,,,,,,,,4.0,C 1 2/c 1,-C 2yc,,Calcium sulfate dihydrate,- Ca H4 O6 S -,- Ca H4 O6 S -,- Ca4 H16 O24 S4 -,4.0,0.5,,"Wooster, W A",On the crystal structure of gypsum Ca S O4 (H2 O)2,"Zeitschrift fuer Kristallographie, Kristallgeometrie, Kristallphysik, Kristallchemie (-144,1977)",1936.0,94.0,,375,396,,,,,,,,,,,,,,,,,,,,,,has coordinates,176435.0,2020-10-21,18:00:00,,Gypsum,Ca(SO4)·2H2O,Ca(SO_4_)·2H_2_O,Ca S O H,,Grandfathered|Approved,Gypsum,monoclinic,4700.0,Ca S^6+ O H
9009798,[Ca+2].S(=O)([O-])[O-].O,6.4844,,9.8123,,10.6629,,90.0,,90.0,,90.0,,678.447,,,,,,,,,,,,,4.0,P b n a,-P 2ac 2b,,,- Ca H O3.5 S -,- Ca H O3.5 S -,- Ca8 H8 O28 S8 -,8.0,1.0,,"Schropfer, L.",Strukturelle untersuchungen an CaSO3*1/2H2O Locality: synthetic,Zeitschrift fur Anorganische und Allgemeine Chemie,1973.0,401.0,,1,14,10.1002/zaac.19734010102,,,,,,,,,,,,,,,,,,,,,has coordinates,200438.0,2020-10-21,18:00:00,,Hannebachite,Ca(SO3)·0.5H2O,Ca(SO_3_)·0.5H_2_O,Ca S O H,IMA1983-056,Approved, ,orthorhombic,354.0,Ca S^4+ O H
9001991,C1(CCC[C@]2([C@@H]3CC[C@H]4C[C@]3(CC[C@H]12)C[C@H]4C)C)(C)C,11.407,,20.951999999999998,,7.406000000000001,,93.941,,100.75,,80.499,,1713.8,,,,,,,,,,,,,2.0,P 1,P 1,,,- C20 H34 -,- C80 H138 -,- C80 H138 -,,,,"Bouska, Vladimir; Cisarova, Ivana; Skala, Roman; Dvorak, Zdenek; Zelinka, Jaroslav; Zak, Karel",Hartite from Bilina,American Mineralogist,1998.0,83.0,11-12,1340,1346.0,10.2138/am-1998-11-1224,,,,,,,,,,,,,,,,,,,,,has coordinates,202019.0,2020-10-21,18:00:00,,Hartite,C20H34,C_20_H_34_,C H,,Grandfathered|Approved, ,triclinic,23.0,C H
1011237,[Mn+2].[S-][S-],6.109,0.005,6.109,,6.109,,90.0,,90.0,,90.0,,228.0,,,,,,,,,,,,synthetic,2.0,P a -3,-P 2ac 2ab 3,,Manganese perdisulfide,- Mn S2 -,- Mn S2 -,- Mn4 S8 -,4.0,0.166667,,"Offner, F","A redetermination of the parameter for Hauerite, Mn S2","Zeitschrift fuer Kristallographie, Kristallgeometrie, Kristallphysik, Kristallchemie (-144,1977)",1934.0,89.0,,182,184,,,,,,,,,,,,,,,,,,,,,,has coordinates,130149.0,2020-10-21,18:00:00,,Hauerite,MnS2,MnS_2_,Mn S,,Grandfathered|Approved,Pyrite,cubic,100.0,Mn^2+ S
1011262,[Mn+2].[Mn+3].[Mn+3].[O-2].[O-2].[O-2].[O-2],5.7620000000000005,,5.7620000000000005,,9.439,,90.0,,90.0,,90.0,,313.4,,,,,,,,,,,,"from Langban, Sweden",2.0,I 41/a m d :1,I 4bw 2bw -1bw,,Manganese dimanganese(III) oxide,- Mn3 O4 -,- Mn3 O4 -,- Mn12 O16 -,4.0,0.125,,"Aminoff, G",Ueber die Kristallstruktur von Hausmannit (Mn Mn2 O4).,"Zeitschrift fuer Kristallographie, Kristallgeometrie, Kristallphysik, Kristallchemie (-144,1977)",1926.0,64.0,,475,490,,,,,,,,,,,,,,,,,,,,,,has coordinates,176729.0,2020-10-21,18:00:00,,Hausmannite,Mn2+Mn3+2O4,Mn^2+^Mn^3+^_2_O_4_,Mn O,,Grandfathered|Approved,Spinel,tetragonal,3411.0,Mn^2+ Mn^3+ O
1011250,[Ni+2].[Ni+].[Ni+].[S-2].[S-2],4.0489999999999995,,4.0489999999999995,,4.0489999999999995,,90.3,,90.3,,90.3,,66.4,,,,,,,,,,,,,2.0,R 3 2 :R,P 3* 2,,Trinickel disulfide *,- Ni3 S2 -,- Ni3 S2 -,- Ni3 S2 -,1.0,0.166667,,"Westgren, A",Die Kristallstruktur von Ni3 S2,Zeitschrift fuer Anorganische und Allgemeine Chemie,1938.0,239.0,,82,84,10.1002/zaac.19382390109,,,,,,,,,,,,,,,,,,,,,has coordinates,176729.0,2020-10-21,18:00:00,,Heazlewoodite,Ni3S2,Ni_3_S_2_,Ni S,,Grandfathered|Approved, ,hexagonal|rhombohedral,4567.61,Ni S
1011240,[Fe+3].[Fe+3].[O-2].[O-2].[O-2],5.43,,5.43,,5.43,,55.28,,55.28,,55.28,,100.8,,,,,,,,,,,,,2.0,R -3 c :R,-P 3* 2n,,Iron(III) oxide,- Fe2 O3 -,- Fe2 O3 -,- Fe4 O6 -,2.0,0.166667,,"Pauling, L; Hendricks, S B",The Structure of Hematite,Journal of the American Chemical Society,1925.0,47.0,,781,790,10.1021/ja01680a027,,,,,,,,,,,,,,,,,,,,,has coordinates,201954.0,2020-10-21,18:00:00,,Hematite,Fe2O3,Fe_2_O_3_,Fe O,,Approved,Corundum,hexagonal,4620.0,Fe^3+ O
9014880,[O-2].[O-2].[O-2].[Fe+2].[Fe+2],5.0143,,5.0143,,13.6733,,90.0,,90.0,,120.0,,297.731,,,,,,,,,,,,Synthetic,2.0,R -3 c :H,"-R 3 2""c",,,- Fe2 O3 -,- Fe12 O18 -,- Fe12 O18 -,,,,"Finger, L. W.; Hazen, R. M.","Crystal structure and isothermal compression of Fe2O3, Cr2O3, and V2O3 to 50 kbars Note: P = 31.4 kbar",Journal of Applied Physics,1980.0,51.0,,5362,5367,10.1063/1.327451,,,,,,,,,,,,,,,,,,,,,has coordinates,201816.0,2020-10-21,18:00:00,,Hematite,Fe2O3,Fe_2_O_3_,Fe O,,Approved,Corundum,hexagonal,4620.0,Fe^3+ O
9015065,[O-2].[O-2].[O-2].[Fe+3].[Fe+3],5.0249,,5.0249,,13.7163,,90.0,,90.0,,120.0,,299.932,,,,,,,,,,,,Synthetic,2.0,R -3 c :H,"-R 3 2""c",,,- Fe2 O3 -,- Fe12 O18 -,- Fe12 O18 -,,,,"Finger, L. W.; Hazen, R. M.","Crystal structure and isothermal compression of Fe2O3, Cr2O3, and V2O3 to 50 kbars Note: P = 15.4 kbar",Journal of Applied Physics,1980.0,51.0,,5362,5367,10.1063/1.327451,,,,,,,,,,,,,,,,,,,,,has coordinates,201816.0,2020-10-21,18:00:00,,Hematite,Fe2O3,Fe_2_O_3_,Fe O,,Approved,Corundum,hexagonal,4620.0,Fe^3+ O
1011253,[Sn+2].[S-2],3.98,0.02,4.33,0.02,11.18,0.02,90.0,,90.0,,90.0,,192.7,,,,,,,,,,,,"synthetic, precipitated from solution",2.0,P m c n,-P 2n 2a,,Tin sulfide,- S Sn -,- S Sn -,- S4 Sn4 -,4.0,0.5,,"Hofmann, W",Ergebnisse der Strukturbestimmung komplexer Sulfide. I: SnS und PbSnS2,"Zeitschrift fuer Kristallographie, Kristallgeometrie, Kristallphysik, Kristallchemie (-144,1977)",1935.0,92.0,,161,173,,,,,,,,,,,,,,,,,,,,,,has coordinates,130149.0,2020-10-21,18:00:00,,Herzenbergite,SnS,SnS,Sn S,,Grandfathered|Approved, ,orthorhombic,1804.0,Sn S
9011795,[Fe]12([OH2])([OH2])([OH2])OS(=O)(=O)O[Fe]345([OH2])[O]6[Fe]([OH2])([OH2])([OH2])(OS(=O)(=O)O[Fe]6([O]25)([OH2])OS(O1)(=O)=O)OS(=[O]3)(=O)O[Fe]123([OH2])[O]5[Fe]6([OH2])(OS(=O)(=O)O[Fe]5([OH2])([OH2])([OH2])OS(=[O]2)(=O)O4)OS(=O)(=O)O[Fe](OS(=O)(=O)O1)([O]36)([OH2])([OH2])[OH2].O.O.O.O.O.O.O.O.O.O.O.O.O.O.O.O,9.148,,10.922,,7.183,,90.29,,90.79,,107.36,,684.8969999999999,,,,,,,,,,,,,4.0,P -1,-P 1,,,- Fe2 H16 O17 S2 -,- Fe4 O34 S4 -,- Fe4 O34 S4 -,1.0,0.5,,"Scordari, F.","The crystal structure of hohmannite, Fe2(H2O)4[(SO4)2O]*4H2O and its relationship to amaranite, Fe2(H2O)4[(SO4)2O]*3H2O Locality: synthetic",Mineralogical Magazine,1978.0,42.0,,144,146,10.1180/minmag.1978.042.321.24,,,,,,,,,,,,,,,,,,,,,has coordinates,200438.0,2020-10-21,18:00:00,,Hohmannite,Fe3+2O(SO4)2·8H2O,Fe^3+^_2_O(SO_4_)_2_·8H_2_O,Fe O S H,,Grandfathered|Approved,Amarantite,triclinic,64.0,Fe^3+ O S^6+ H
1010439,O,4.74,,4.74,,6.65,,90.0,,90.0,,120.0,,129.4,,,,,,,,,,,,I,2.0,,,,Ice,- H2 O -,,,4.0,,,"John, A S",The Crystal Structure of Ice,"Proceedings of the National Academy of Sciences, U.S.A.",1918.0,4.0,,193,197,10.1073/pnas.4.7.193,,,,,,,,,,,,,,,,,,,,,,201954.0,2020-10-21,18:00:00,,Ice,H2O,H_2_O,H O,,Grandfathered|Approved,Tridymite,,4000.0,H O
9013958,[Bi+3].[Bi+].[Bi+].[Bi+].[S-2].[S-2].[S-2],4.15,,4.15,,39.19,,90.0,,90.0,,120.0,,584.524,,,,,,,,,,,,,2.0,R -3 m :H,"-R 3 2""",,,- Bi4 S3 -,- Bi12 S9 -,- Bi12 S9 -,,,,"Kato, A.","Ikunolite, a new bismuth mineral from the Ikuno mine, Japan Locality: Ikuno mine, Japan",Mineralogical Journal,1959.0,2.0,,397,407,10.2465/minerj1953.2.397,,,,,,,,,,,,,,,,,,,,,has coordinates,176725.0,2020-10-21,18:00:00,,Ikunolite,Bi4S3,Bi_4_S_3_,Bi S,,Approved,Tetradymite,hexagonal,2724.0,Bi S
1011025,[Ag+].[I-],4.59,,4.59,,7.52,,90.0,,90.0,,120.0,,137.2,,,,,,,,,,,,,2.0,P 63 m c S,,,Silver iodide,- Ag I -,- Ag I -,- Ag2 I2 -,2.0,,,"Helmholz, L",The Crystal Structure of Hexagonal Silver Iodide,Journal of Chemical Physics,1935.0,3.0,,740,747,10.1063/1.1749584,,,,,,,,,,,,,,,,,,,,,has coordinates,120071.0,2020-10-21,18:00:00,,Iodargyrite,AgI,AgI,Ag I,,Approved,Wurtzite,hexagonal,3200.0,Ag^1+ I^1-
9008470,[Ir],3.8394,,3.8394,,3.8394,,90.0,,90.0,,90.0,,56.597,,,,,,,,,,,,,1.0,F m -3 m,-F 4 2 3,,,- Ir -,- Ir4 -,- Ir4 -,,,,"Wyckoff, R. W. G.","Second edition. Interscience Publishers, New York, New York Cubic closest packed, ccp, structure",Crystal Structures,1963.0,1.0,,7,83,,,,,,,,,,,,,,,,,,,,,,has coordinates,202019.0,2020-10-21,18:00:00,,Iridium,Ir,Ir,Ir,,Approved|Redefined,Copper,cubic,3074.0,Ir
9013737,[Pt].[Pt].[Pt].[Fe],3.864,,3.864,,3.864,,90.0,,90.0,,90.0,,57.691,,,,,,,,,,,,,2.0,P m -3 m,-P 4 2 3,,,- Fe Pt3 -,- Fe Pt3 -,- Fe Pt3 -,,,,"Cabri, L. J.; Feather, C. E.","Platinum-iron alloys: a nomenclature based on a study of natural and synthetic alloys Locality: Tulameen River, British Columbia, Canada",The Canadian Mineralogist,1975.0,13.0,,117,126,,,,,,,,,,,,,,,,,,,,,,has coordinates,176725.0,2020-10-21,18:00:00,,Isoferroplatinum,Pt3Fe,Pt_3_Fe,Pt Fe,IMA1974-012a,Approved,Auricupride,cubic,3254.0,Pt Fe
1011037,[Co+2].[S-2],3.377,,3.377,,5.15,,90.0,,90.0,,120.0,,50.9,,,,,,,,,,,,,2.0,P 63/m m c,-P 6c 2c,,Cobalt sulfide,- Co S -,- Co S -,- Co2 S2 -,2.0,0.08333330000000001,,"Alsen, N","Roentgenographische Untersuchungen der Kristallstrukturen von Magnetkies, Breithauptit, Pentlandit, Millerit und verwandten Verbindungen",Geologiska Foereningens i Stockholm Foerhandlingar,1925.0,47.0,,19,73,,,,,,,,,,,,,,,,,,,,,,has coordinates,130149.0,2020-10-21,18:00:00,,Jaipurite,CoS,CoS,Co S,,Questionable mineral species|Approved,Nickeline,hexagonal,2100.0,Co S
9012360,[Mn]([OH2])([OH2])([OH2])([OH2])OS(=O)(=O)O[Mn]([OH2])([OH2])([OH2])([OH2])OS(=O)(=O)[O-].O.O,6.36,,10.77,,6.16,,80.3,,110.1,,106.0,,379.62,,,,,,,,,,,,,4.0,P -1,-P 1,,,- H10 Mn O9 S -,- H10 Mn O9 S -,- H20 Mn2 O18 S2 -,2.0,1.0,,"Caminiti, R.; Marongiu, G.; Paschina, G.",A comparative X-ray diffraction study of aqueous MnSO4 and crystals of MnSO4*5H2O Locality: synthetic,Zeitschrift fur Naturforschung A,1982.0,37.0,,581,586,,,,,,,,,,,,,,,,,,,,,,has coordinates,200438.0,2020-10-21,18:00:00,,Jôkokuite,Mn2+(SO4)·5H2O,Mn^2+^(SO_4_)·5H_2_O,Mn S O H,IMA1976-045,Approved,Chalcanthite,triclinic,408.0,Mn^2+ S^6+ O H
9008367,[Al]1([OH2])([OH2])([OH2])([OH2])[OH][Al]([OH2])([OH2])([OH2])([OH2])[OH]1.S(=O)(=O)([O-])[O-].S(=O)(=O)([O-])[O-].O.O,8.3965,,12.479000000000001,,8.1549,,90.0,,101.917,,90.0,,836.054,,,,,,,,,,,,,4.0,P 1 21/n 1,-P 2yn,,,- Al2 H22 O20 S2 -,- Al2 H22 O20 S2 -,- Al4 H44 O40 S4 -,2.0,0.5,,"Sabelli, C.","Refinement of the crystal structure of jurbanite, Al(SO4)(OH)*5H2O Locality: Cetine mine, Tuscany, Italy",Zeitschrift fur Kristallographie,1985.0,173.0,,33,39,10.1524/zkri.1985.173.1-2.33,,,,,,,,,,,,,,,,,,,,,has coordinates,200438.0,2020-10-21,18:00:00,,Jurbanite,Al(SO4)(OH)·5H2O,Al(SO_4_)(OH)·5H_2_O,Al S O H,IMA1974-023,Approved, ,monoclinic,2500.0,Al S^6+ O H
1011066,[V+3].[V+3].[O-2].[O-2].[O-2],5.46,0.03,5.46,0.03,5.46,0.03,53.82,0.13,53.82,0.13,53.82,0.13,98.5,,,,,,,,,,,,synthetic,2.0,R -3 c :R,-P 3* 2n,,Vanadium(III) oxide,- O3 V2 -,- O3 V2 -,- O6 V4 -,2.0,0.166667,,"Zachariasen, W H",Untersuchungen ueber die Kristallstruktur von Sesquioxyden und Verbindungen ABO3,Skrifter utgitt av det Norske Videnskaps-Akademi i Oslo 1: Matematisk- Naturvidenskapelig Klasse,1928.0,1928.0,,1,165,,,,,,,,,,,,,,,,,,,,,,has coordinates,201954.0,2020-10-21,18:00:00,,Karelianite,V2O3,V_2_O_3_,V O,,Approved,Corundum,hexagonal,2500.0,V^3+ O
9009342,[Sb+3].[Sb+3].[S-2].[S-2].[O-2],8.147,,10.709000000000001,,5.785,,102.78,,110.63,,101.0,,440.22900000000004,,,,,,,,,,,,,3.0,P -1,-P 1,,,- O S2 Sb2 -,- O4 S8 Sb8 -,- O4 S8 Sb8 -,,,,"Bonazzi, P.; Menchetti, S.; Sabelli, C.","Structure refinement of kermesite: symmetry, twinning, and comparison with stibnite Locality: Braunsdorf, Czechoslovakia","Neues Jahrbuch fur Mineralogie, Monatshefte",1987.0,1987.0,,557,567,,,,,,,,,,,,,,,,,,,,,,has coordinates,176465.0,2020-10-21,18:00:00,,Kermesite,Sb2OS2,Sb_2_OS_2_,Sb O S,,Grandfathered|Approved, ,triclinic,2906.0,Sb^3+ O S^2-
1011320,[Ti].[C],4.6,,4.6,,4.6,,90.0,,90.0,,90.0,,97.3,,,,,,,,,,,,synthetic,2.0,F m -3 m,-F 4 2 3,,Titanium carbide,- Ti C -,- C Ti -,- C4 Ti4 -,4.0,0.0208333,,"Becker, K; Ebert, F",Die Kristallstrukturen einiger binaerer Carbide und Nitride.,Zeitschrift fuer Physik,1925.0,31.0,,268,272,10.1007/BF02980580,,,,,,,,,,,,,,,,,,,,,has coordinates,130149.0,2020-10-21,18:00:00,,Khamrabaevite,TiC,TiC,Ti C,IMA1983-059,Approved,Rocksalt,cubic,4567.61,Ti^4+ C^4-
1100087,[Mg+2].S(=O)(=O)([O-])[O-].O,6.891,,7.624,,7.645,,90.0,,117.68299999999999,,90.0,,355.7,,,,,,,,,,,,,4.0,C 1 2/c 1,-C 2yc,,Magnesium sulfate hydrate,- H2 Mg O5 S -,- H2 Mg O5 S -,- H8 Mg4 O20 S4 -,4.0,0.5,,"Bregeault, J M; Herpin, P; Manoli, J M; Pannetier, G",Affinement de la structure de la Kieserite Mg (S O4) (H2 O),Bulletin de la Societe Chimique de France (Vol=Year),1970.0,1970.0,,4243,4248,,,,,,,0.057,,,,,,,,,,,,,,,has coordinates,130149.0,2020-10-21,18:00:00,,Kieserite,Mg(SO4)·H2O,Mg(SO_4_)·H_2_O,Mg S O H,,Approved,Kieserite,monoclinic,2500.0,Mg S^6+ O H
9000781,[Sb+3].[Sb+3].[Sb+3].[Sb+3].[OH-].[OH-].S(=O)(=O)([O-])[O-].[O-2].[O-2].[O-2].[O-2],5.766,,11.274000000000001,,14.887,,90.0,,90.0,,90.0,,967.743,,,,,,,,,,,,,4.0,P c a 21,P 2c -2ac,,,- H2 O10 S Sb4 -,- H2 O10 S Sb4 -,- H8 O40 S4 Sb16 -,4.0,1.0,,"Manchetti, S.; Sabelli, C.",The crystal structure of klebelsbergite Sb4O4(OH)2SO4,American Mineralogist,1980.0,65.0,,931,935.0,,,,,,,,,,,,,,,,,,,,,,has coordinates,200438.0,2020-10-21,18:00:00,,Klebelsbergite,Sb3+4O4(SO4)(OH)2,Sb^3+^_4_O_4_(SO_4_)(OH)_2_,Sb O S H,,Approved|Redefined,Klebelsbergite,orthorhombic,305.0,Sb^3+ O S^6+ H
9015588,[Cu]([OH2])([OH2])([OH2])[OH2].[Cu+2].[Cu+2].[Cu+2].[Cu+2].[OH-].[OH-].[OH-].[OH-].[OH-].[OH-].S(=O)(=O)([O-])[O-].S(=O)(=O)([O-])[O-],6.064,,11.012,,5.49,,102.68,,92.43,,92.06,,356.95599999999996,,,,,,,,,,,,Synthetic,4.0,P -1,-P 1,,,- Cu5 H14 O18 S2 -,- Cu5 O18 S2 -,- Cu5 O18 S2 -,1.0,0.5,,"Strandberg, H.; Langer, V.; Johansson, L. G.",Structure of Cu2.5(OH)3SO4*2H2O: a novel corrosion product of copper,Acta Chemica Scandinavica,1995.0,49.0,,5,10,10.3891/acta.chem.scand.49-0005,,,,,,,,,,,,,,,,,,,,,has coordinates,201816.0,2020-10-21,18:00:00,,Kobyashevite,Cu5(SO4)2(OH)6·4H2O,Cu_5_(SO_4_)_2_(OH)_6_·4H_2_O,Cu S O H,IMA2011-066,Approved, ,triclinic,66.0,Cu^2+ S^6+ O H
9000313,[Fe]([OH2])([OH2])[OH2].[Fe]([OH2])([OH2])[OH2].S(=O)(=O)([O-])[O-].S(=O)(=O)([O-])[O-].S(=O)(=O)([O-])[O-].O.O,14.3,,20.12,,5.425,,90.0,,96.8,,90.0,,1549.88,,,,,,,,,,,,,4.0,P 1 21/n 1,-P 2yn,,,- Fe2 H15.34 O19.25 S3 -,- Fe2 O19.25 S3 -,- Fe8 O77 S12 -,4.0,1.0,,"Robinson, P. D.; Fang, J. H.",Crystal structures and mineral chemistry of hydrated ferric sulphates. III. The crystal structure of kornelite,American Mineralogist,1973.0,58.0,,535,539.0,,,,,,,,,,,,,,,,,,,,,,has coordinates,200438.0,2020-10-21,18:00:00,,Kornelite,Fe3+2(SO4)3·7H2O (?),Fe^3+^_2_(SO_4_)_3_·7H_2_O (?),Fe S O H,,Grandfathered|Approved, ,monoclinic,2500.0,Fe^3+ S^6+ O H
